Année;UAI;Libellé;Région;Niveau formation;Taux poursuite études;Taux emploi 6 mois;Taux interruption formation;Part contrats apprentissage interrompus;Taux emploi 12 mois;Taux emploi 18 mois;Taux emploi 24 mois;num_ligne
cumul 2019-2020;0331708C;Organisme de formation-Centre de formation d'apprentis Bassin formation Cobas de La Teste de Buch;NOUVELLE-AQUITAINE;BP;;;;;;;;3343.0
cumul 2019-2020;0331715K;Centre de formation d'apprentis du lycée Gustave Eiffel;NOUVELLE-AQUITAINE;BP;12.0;66.0;52.0;;79.0;79.0;83.0;3345.0
cumul 2019-2020;0332813D;Organisme de formation-Centre de formation d'apprentis Campus du lac Bordeaux;NOUVELLE-AQUITAINE;BP;6.0;62.0;48.0;;84.0;71.0;86.0;3352.0
cumul 2019-2020;0333114F;Organisme de formation-Centre de formation d'apprentis Formaposte Midi Atlantique;NOUVELLE-AQUITAINE;CAP;0.0;66.0;7.0;;65.0;76.0;79.0;3360.0
cumul 2019-2020;0333123R;Organisme de formation-Centre de formation d'apprentis IFRIA Nouvelle Aquitaine;NOUVELLE-AQUITAINE;BTS;23.0;65.0;31.0;;79.0;82.0;82.0;3362.0
cumul 2019-2020;0333131Z;Organisme de formation - Centre de formation d'apprentis Multimétiers de la Haute Gironde;NOUVELLE-AQUITAINE;BTS;;;;;;;;3363.0
cumul 2019-2020;0333135D;Organisme de formation-Centre de formation d'apprentis sport, animation Nouvelle Aquitaine;NOUVELLE-AQUITAINE;CAP;;;;;;;;3364.0
cumul 2019-2020;0341493N;Organisme de formation-Centre de formation d'apprentis du BTP de l'Hérault, Montpellier;OCCITANIE;CAP;42.0;42.0;41.0;;49.0;52.0;60.0;3371.0
cumul 2019-2020;0341985Y;Organisme de formation-Centre de formation d'apprentis du Transport et Logistique AFTRAL, Pérols;OCCITANIE;Autres formations de niveau 3;2.0;77.0;;;80.0;78.0;79.0;3375.0
cumul 2019-2020;0342217A;Organisme de formation-Centre de formation d'apprentis des Professions Sanitaires, Sociales et Médico-sociales, Montpellier;OCCITANIE;Autres formations de niveau 5;3.0;43.0;;;48.0;55.0;52.0;3377.0
cumul 2019-2020;0352492U;CFA agricole privé MFR Bretagne;BRETAGNE;CAP;35.0;42.0;;;55.0;64.0;60.0;3394.0
cumul 2019-2020;0352690J;OF-CFA E.N. VIRTUEL SUPPORT S.I.;BRETAGNE;BP;20.0;77.0;26.0;;77.0;71.0;77.0;3395.0
cumul 2019-2020;0352690J;OF-CFA E.N. VIRTUEL SUPPORT S.I.;BRETAGNE;Autres formations de niveau 4;;;;;;;;3396.0
cumul 2019-2020;0360548A;Organisme de formation-Centre de formation d'apprentis de CMA REGION VAL DE LOIRE-Châteauroux;CENTRE-VAL DE LOIRE;Autres formations de niveau 4;;;;;;;;3401.0
cumul 2019-2020;0360766M;OF CFA de l'Indre;CENTRE-VAL DE LOIRE;BAC;33.0;49.0;39.0;;62.0;68.0;68.0;3403.0
cumul 2019-2020;0370825W;organisme de formation-Centre de formation d'apprentis de La Cité des Formations - Tours;CENTRE-VAL DE LOIRE;CAP;34.0;55.0;29.0;;62.0;68.0;73.0;3406.0
cumul 2019-2020;0371515W;Organisme de formation-Centre de formation d'apprentis de INHNI - Tours;CENTRE-VAL DE LOIRE;CAP;36.0;35.0;23.0;;48.0;52.0;48.0;3412.0
cumul 2019-2020;0381861S;Organisme de formation-Centre de formation d'apprentis d'IMT-Grenoble;AUVERGNE-RHONE-ALPES;BTS;30.0;73.0;31.0;;78.0;79.0;81.0;3415.0
cumul 2019-2020;0382439V;Maison Familiale Rurale de Chatte;AUVERGNE-RHONE-ALPES;BAC;;;;;;;;3418.0
cumul 2019-2020;0383139F;Organisme de formation-Centre de formation d'apprentis d'IFA des Alpes-Grenoble;AUVERGNE-RHONE-ALPES;BAC;21.0;58.0;37.0;;62.0;58.0;67.0;3426.0
cumul 2019-2020;0383332R;Organisme de formation-Centre de formation d'apprentis du FIPAG-Grenoble;AUVERGNE-RHONE-ALPES;BTS;34.0;72.0;19.0;;76.0;76.0;79.0;3429.0
cumul 2019-2020;0410892X;Organisme de formation-Centre de formation d'apprentis de PROMOTRANS Saint-Ouen;CENTRE-VAL DE LOIRE;Autres formations de niveau 3;;;;;;;;3437.0
cumul 2019-2020;0421567A;Organisme de formation-Centre de formation d'apprentis Institut des Métiers de Saint-Etienne;AUVERGNE-RHONE-ALPES;BP;19.0;74.0;28.0;;78.0;85.0;79.0;3444.0
cumul 2019-2020;0430855W;CENTRE DE FORMATION AUX TECHNIQUES DU BATIMENT;AUVERGNE-RHONE-ALPES;BP;25.0;82.0;32.0;;95.0;93.0;87.0;3450.0
cumul 2019-2020;0431012S;centre form prof promo agricoles;AUVERGNE-RHONE-ALPES;Autres formations de niveau 4;;;;;;;;3456.0
cumul 2019-2020;0440344K;Site de formation d'apprentis de l'URMA Loire-Atlantique - Sainte-Luce-sur-Loire;PAYS DE LA LOIRE;Autres formations de niveau 4;12.0;70.0;;;79.0;76.0;80.0;3463.0
cumul 2019-2020;0442275J;Organisme de formation-Centre de formation d'apprentis de l'IA - Nantes;PAYS DE LA LOIRE;Autres formations de niveau 5;;;;;;;;3473.0
cumul 2019-2020;0442621K;Organisme de formation-Centre de formation d'apprentis de Centre étude formation industrielle - Saint Nazaire;PAYS DE LA LOIRE;Autres formations de niveau 5;36.0;77.0;;;80.0;80.0;80.0;3475.0
cumul 2019-2020;0450805F;Organisme de formation-Centre de formation d'apprentis de préparateurs en pharmacie Centre Val de Loire Orléans;CENTRE-VAL DE LOIRE;BP;13.0;79.0;11.0;;82.0;81.0;85.0;3477.0
cumul 2019-2020;0451656F;Organisme de formation-Centre de formation d'apprentis du CFA des Universités Centre-Val de Loire-Oléans;CENTRE-VAL DE LOIRE;Autres formations de niveau 5;60.0;60.0;;;64.0;71.0;76.0;3487.0
cumul 2019-2020;0451708M;Organisme de formation-Centre de formation d'apprentis de GIP FTLV-IP ACADEMIE ORLEANS-TOURS-ORLEANS;CENTRE-VAL DE LOIRE;BTS;33.0;76.0;25.0;;83.0;82.0;85.0;3488.0
cumul 2019-2020;0460664X;Maison Familiale Rurale de Terrou;OCCITANIE;BAC;;;;;;;;3494.0
cumul 2019-2020;0470815F;CFA du Lot et Garonne;NOUVELLE-AQUITAINE;BAC;43.0;51.0;30.0;;60.0;51.0;53.0;3495.0
cumul 2020-2021;0881529J;Greta Lorraine Sud;GRAND EST;MC4;;;;;;;;10020.0
cumul 2020-2021;0912021C;Organisme de formation-Centre de formation d'apprentis Union;ILE-DE-FRANCE;BTS;64.0;94.0;;23.0;94.0;85.0;88.0;10036.0
cumul 2020-2021;0932331D;CFA Métiers de la Communication et de Création Numérique;ILE-DE-FRANCE;BAC;39.0;;;;;;;10063.0
cumul 2020-2021;0932505T;Centre de Formation d'Apprentis des Métiers de la Poste Formaposte;ILE-DE-FRANCE;Autres formations de niveau 5;26.0;50.0;;20.0;73.0;77.0;73.0;10066.0
cumul 2020-2021;0942217Z;CFA INFA;ILE-DE-FRANCE;BTS;34.0;44.0;14.0;29.0;67.0;52.0;63.0;10078.0
cumul 2020-2021;0951798N;Site de formation d'apprentis - ESIEE IT Site de Pontoise CFA CCI Paris Ile-de-France;ILE-DE-FRANCE;BTS;69.0;41.0;21.0;23.0;61.0;72.0;74.0;10084.0
cumul 2020-2021;0951830Y;Organisme de formation-Centre de formation d'apprentis Fraternité Saint-Jean;ILE-DE-FRANCE;MC4;;;;;;;;10085.0
cumul 2020-2021;0951947A;Organisme de formation-Centre de formation d'apprentis de l'Ass. Francilienne de Formation Interprofessionnelle pour le développement de l'apprentissa;ILE-DE-FRANCE;BTS;53.0;68.0;42.0;45.0;68.0;68.0;70.0;10086.0
cumul 2020-2021;9730535U;Organisme de formation-Centre de formation d'apprentis de LV CONSULTANTS Cayenne;GUYANE;Autres formations de niveau 4;;;;;;;;10113.0
cumul 2020-2021;9740983A;CFA CCI FORMATION Chambre de commerce et d'industrie de la Réunion;LA REUNION;BAC;33.0;54.0;;24.0;75.0;75.0;75.0;10114.0
cumul 2020-2021;9740983A;CFA CCI FORMATION Chambre de commerce et d'industrie de la Réunion;LA REUNION;BTS;38.0;44.0;37.0;39.0;52.0;58.0;59.0;10115.0
cumul 2020-2021;9740983A;CFA CCI FORMATION Chambre de commerce et d'industrie de la Réunion;LA REUNION;CAP;17.0;33.0;23.0;33.0;54.0;58.0;58.0;10116.0
cumul 2020-2021;9741574T;Centre de formation d'apprentis du sport de la Réunion - Ap Run Formation;LA REUNION;Autres formations de niveau 3;10.0;47.0;;17.0;63.0;44.0;40.0;10126.0
cumul 2020-2021;9741684M;Organisme de formation-Centre de formation d'apprentis FPA de Saint Paul;LA REUNION;CAP;;;;;;;;10136.0
cumul 2020-2021;9741725G;Organisme formation-Centre de formation d'apprentis Cours et Formations Est Réunion Saint André;LA REUNION;CAP;;;;;;;;10145.0
cumul 2020-2021;9741761W;Organisme de formation-Centre de formation d'apprentis Génius Formation de Saint André;LA REUNION;Autres formations de niveau 3;;;;;;;;10149.0
cumul 2020-2021;0010965U;Organisme de formation-Centre de formation d'apprentis du BTP Ain BOURG EN BRESSE;AUVERGNE-RHONE-ALPES;BP;9.0;82.0;25.0;17.0;84.0;81.0;78.0;10152.0
cumul 2020-2021;0031067U;centre form prof promo agricoles de moulins;AUVERGNE-RHONE-ALPES;BP;;;;;;;;10161.0
cumul 2020-2021;0141902S;Maison Familiale Rurale de Balleroy;NORMANDIE;CAP;;;;;;;;10282.0
cumul 2020-2021;0142106N;Organisme de formation-Centre de formation d'apprentis CFAI Grand Ouest Normandie Caen;NORMANDIE;BTS;26.0;83.0;29.0;30.0;89.0;88.0;93.0;10283.0
cumul 2020-2021;0142269R;Organisme de formation-Centre de formation d'apprentis Professions Sanitaires et Sociales Normandie Saint-Contest;NORMANDIE;Autres formations de niveau 4;4.0;61.0;;14.0;57.0;70.0;65.0;10286.0
cumul 2020-2021;0160757L;Oranisme de formation - Centre de formation d'apprentis de la Chambre de commerce et d'industrie de la Charente;NOUVELLE-AQUITAINE;BTS;46.0;67.0;26.0;37.0;74.0;71.0;73.0;10299.0
cumul 2020-2021;0292391S;CFA Formations Equitation Finistère - Saint-Thois;BRETAGNE;Autres formations de niveau 3;;;;;;;;10404.0
cumul 2020-2021;0301435X;CFA du Gard;OCCITANIE;Autres formations de niveau 4;27.0;79.0;;9.0;83.0;71.0;71.0;10408.0
cumul 2020-2021;0301786D;Organisme de formation-Centre de formation d'apprentis des BTP du Gard, Méjannes-les-Alès;OCCITANIE;CAP;46.0;50.0;34.0;39.0;57.0;62.0;63.0;10418.0
cumul 2020-2021;0320677M;Centre de formation d'Apprentis Agricole du Gers;OCCITANIE;BAC;59.0;;43.0;47.0;;;;10451.0
cumul 2020-2021;0333000G;Organisme de formation-Centre de formation d'apprentis Propreté-Hygiène-Environnement INHNI;NOUVELLE-AQUITAINE;CAP;34.0;57.0;36.0;55.0;68.0;65.0;62.0;10475.0
cumul 2020-2021;0333131Z;Organisme de formation - Centre de formation d'apprentis Multimétiers de la Haute Gironde;NOUVELLE-AQUITAINE;BTS;32.0;;22.0;35.0;;;;10478.0
cumul 2020-2021;0333400S;organisme de formation-centre de formation d'apprentis - université de bordeaux;NOUVELLE-AQUITAINE;Autres formations de niveau 5;78.0;58.0;;17.0;68.0;76.0;77.0;10485.0
cumul 2020-2021;0341540P;GRETA de Montpellier Littoral;OCCITANIE;MC5;52.0;;30.0;18.0;;;;10498.0
cumul 2020-2021;0442891D;Organisme de formation-Centre de formation d'apprentis de HAESA FORMATION SAINT NAZAIRE;PAYS DE LA LOIRE;Autres formations de niveau 3;;;;;;;;11706.0
cumul 2020-2021;0451715V;Centre de Formation d'Apprentis Régional des MFR;CENTRE-VAL DE LOIRE;BAC;44.0;74.0;32.0;50.0;83.0;76.0;83.0;11725.0
cumul 2020-2021;0470819K;Maison Familiale Rurale de Bourgougnague;NOUVELLE-AQUITAINE;CAP;;;;;;;;11731.0
cumul 2020-2021;0551027T;CFA des maisons familiales et rurales de Lorraine;GRAND EST;BAC;33.0;72.0;;31.0;74.0;72.0;77.0;11809.0
cumul 2020-2021;0572998Z;Greta Lorraine Est;GRAND EST;CAP;45.0;58.0;33.0;35.0;60.0;60.0;68.0;11835.0
cumul 2020-2021;0573282H;CFA du lycée des métiers de l'hotellerie Raymond Mondon;GRAND EST;BP;10.0;;64.0;50.0;;;;11839.0
cumul 2021-2022;0932793F;FCIA Formation;ILE-DE-FRANCE;Autres formations de niveau 4;;;;;;;;13512.0
cumul 2021-2022;0941925G;CFA Environnement et hygiène des locaux;ILE-DE-FRANCE;CAP;46.0;62.0;47.0;43.0;61.0;62.0;66.0;13518.0
cumul 2021-2022;0912398M;Organisme de formation-Centre de formation d'apprentis Grand Dôme de Villebon - FFJDA - Villebon sur Yvette;ILE-DE-FRANCE;Autres formations de niveau 5;42.0;;;0.0;;;;14564.0
cumul 2021-2022;0912447R;Organisme de formation-Centre de formation d'apprentis Form'alacarte - Epinay-sur-orge;ILE-DE-FRANCE;Autres formations de niveau 3;;;;;;;;14566.0
cumul 2021-2022;0941940Y;CMA IDF - 94 - CFA de Saint-Maur;ILE-DE-FRANCE;MC3;;;;;;;;14608.0
cumul 2021-2022;0951830Y;Organisme de formation-Centre de formation d'apprentis Fraternité Saint-Jean - Saint Gratien;ILE-DE-FRANCE;Autres formations de niveau 3;;;;;;;;14619.0
cumul 2021-2022;6200059V;Greta-CFA Corse-du-Sud;CORSE;CAP;;;;;;;;14622.0
cumul 2021-2022;6200739J;POLE DE FORMATION ET D'APPRENTISSAGE AMPARA Aajccio;CORSE;BAC PRO;26.0;;;45.0;;;;14625.0
cumul 2019-2020;0352449X;CFA Propreté INHNI;BRETAGNE;BAC;36.0;52.0;57.0;;52.0;60.0;66.0;7003.0
cumul 2019-2020;0352690J;OF-CFA E.N. VIRTUEL SUPPORT S.I.;BRETAGNE;MC4;41.0;;19.0;;;;;7007.0
cumul 2019-2020;0352715L;Antenne de CFA AGAEAPB;BRETAGNE;BAC;39.0;63.0;;;74.0;69.0;81.0;7009.0
cumul 2019-2020;9741089R;Centre de Formation d'Apprentis Chambre des Métiers de l'Ouest;LA REUNION;CAP;20.0;46.0;47.0;;49.0;54.0;51.0;7019.0
cumul 2019-2020;0133489X;CFA EPURE MEDITERRANEE;PROVENCE-ALPES-COTE D'AZUR;Autres formations de niveau 5;48.0;50.0;;;56.0;59.0;64.0;7026.0
cumul 2019-2020;0142220M;Site de formation de l'Organisme de formation CFA AFTRAL à Caen;NORMANDIE;CAP;13.0;68.0;36.0;;77.0;74.0;81.0;7030.0
cumul 2019-2020;0161212F;Organisme de formation - Centre de formation d'apprentis BTP CFA Charente;NOUVELLE-AQUITAINE;CAP;58.0;55.0;35.0;;61.0;57.0;67.0;7035.0
cumul 2019-2020;0370811F;Organisme de formation-Centre de formation d'apprentis de CMA REGION VAL DE LOIRE-Joué les Tours;CENTRE-VAL DE LOIRE;CAP;53.0;53.0;28.0;;58.0;60.0;68.0;7036.0
cumul 2019-2020;0371437L;Organisme de formation-Centre de formation d'apprentis des Compagnons du Devoir -Tours;CENTRE-VAL DE LOIRE;BP;;;;;;;;7038.0
cumul 2019-2020;0371515W;Organisme de formation-Centre de formation d'apprentis de INHNI - Tours;CENTRE-VAL DE LOIRE;BTS;32.0;;51.0;;;;;7040.0
cumul 2019-2020;0371700X;Alternance Touraine;CENTRE-VAL DE LOIRE;BTS;;;;;;;;7041.0
cumul 2020-2021;0022189U;Organisme de formation-Centre de formation d'apprentis d'Axion formations Saint-Quentin;HAUTS-DE-FRANCE;Autres formations de niveau 5;;;;;;;;7050.0
cumul 2020-2021;0030126W;Centre de formation d'apprentis - Ecole des métiers du bâtiment;AUVERGNE-RHONE-ALPES;BTS;25.0;81.0;27.0;32.0;74.0;74.0;85.0;7053.0
cumul 2020-2021;0061909T;Ctre de formation d'apprentis Métropole Côte d'Azur;PROVENCE-ALPES-COTE D'AZUR;CAP;37.0;53.0;44.0;54.0;59.0;61.0;62.0;7065.0
cumul 2020-2021;0081137T;Offre de formation par apprentissage du BTP Grandest des Ardennes;GRAND EST;BTS;;;;13.0;;;;7079.0
cumul 2020-2021;0090553C;Organisme de formation - Centre de formation d'apprentis Chambre de métiers de l'Ariège;OCCITANIE;BP;9.0;69.0;23.0;31.0;76.0;76.0;76.0;7080.0
cumul 2020-2021;0100975F;Greta Sud Champagne;GRAND EST;BTS;;;;31.0;;;;7083.0
cumul 2020-2021;0111003F;Organisme de formation-Centre de formation d'apprentis de  Spécialisé Languedoc-Roussillon, Carcassonne;OCCITANIE;BAC;;;;;;;;7090.0
cumul 2020-2021;0111003F;Organisme de formation-Centre de formation d'apprentis de  Spécialisé Languedoc-Roussillon, Carcassonne;OCCITANIE;CAP;53.0;24.0;57.0;46.0;43.0;45.0;53.0;7092.0
cumul 2020-2021;0121507Y;CFA Nord Ouest Aveyron;OCCITANIE;BP;;;;;;;;7095.0
cumul 2020-2021;0132010P;Maison Familiale Rurale de Lambesc;PROVENCE-ALPES-COTE D'AZUR;BAC;;;;;;;;7100.0
cumul 2020-2021;0132278F;Maison Familiale Rurale de la Montagnette - Barbentane;PROVENCE-ALPES-COTE D'AZUR;BAC;;;;;;;;7101.0
cumul 2020-2021;0132469N;CFA DU BATIMENT ET TRAVAUX PUBLICS;PROVENCE-ALPES-COTE D'AZUR;CAP;47.0;52.0;34.0;40.0;62.0;61.0;61.0;7102.0
cumul 2020-2021;0782058N;Site de formation d'apprentis UFA SUP de V - Rambouillet - CFA CCI Paris Ile-de-France;ILE-DE-FRANCE;Autres formations de niveau 5;44.0;;;15.0;;;;7104.0
cumul 2020-2021;0782110V;Organisme de formation-Centre de formation d'apprentis - Omnisports;ILE-DE-FRANCE;Autres formations de niveau 4;41.0;62.0;;5.0;63.0;65.0;59.0;7107.0
cumul 2020-2021;0783593G;Organisme de formation-Centre de formation d'apprentis ACADEMIE V3A;ILE-DE-FRANCE;BAC;40.0;54.0;62.0;27.0;60.0;63.0;66.0;7110.0
cumul 2020-2021;0791175Y;Organisme de formation - Centre de formation d'apprentis sanitaire et social Nouvelle Aquitaine;NOUVELLE-AQUITAINE;Autres formations de niveau 3;32.0;62.0;;13.0;67.0;62.0;63.0;7121.0
cumul 2020-2021;0791175Y;Organisme de formation - Centre de formation d'apprentis sanitaire et social Nouvelle Aquitaine;NOUVELLE-AQUITAINE;Autres formations de niveau 5;;;;7.0;;;;7122.0
cumul 2020-2021;0801967D;Organisme de formation-Centre de formation d'apprentis de l'Economie Sociale et Solidaire de l'Animation et du Sport Amiens;HAUTS-DE-FRANCE;Autres formations de niveau 4;5.0;68.0;;18.0;76.0;66.0;68.0;7127.0
cumul 2020-2021;0802004U;Organisme de formation-Centre de formation d'apprentis de AFTRAL CFA Transport Logistique Hauts de France Amiens;HAUTS-DE-FRANCE;Autres formations de niveau 5;21.0;76.0;;15.0;90.0;83.0;80.0;7128.0
cumul 2020-2021;0802084F;Organisme de formation-Centre de formation d'apprentis du CF3A Amiens;HAUTS-DE-FRANCE;MC5;;;;;;;;7129.0
cumul 2020-2021;0811238F;Centre de Formation des familiales rurales;OCCITANIE;BAC;32.0;50.0;;28.0;65.0;62.0;69.0;7131.0
cumul 2020-2021;0840526R;CFA FLORENTIN MOURET;PROVENCE-ALPES-COTE D'AZUR;BAC;;;;36.0;;;;7142.0
cumul 2020-2021;0840733R;CFA Régional des Métiers et de l'Artisanat Campus d'Avignon;PROVENCE-ALPES-COTE D'AZUR;BTS;15.0;87.0;21.0;13.0;91.0;65.0;87.0;7147.0
cumul 2020-2021;0850153E;Site de formation d'apprentis de l'URMA Vendée - La Roche-sur-Yon;PAYS DE LA LOIRE;CAP;64.0;61.0;19.0;29.0;71.0;71.0;77.0;7154.0
cumul 2020-2021;0851236G;Maison Familiale Rurale de Challans;PAYS DE LA LOIRE;CAP;;;;;;;;7158.0
cumul 2020-2021;0851287M;Maison Familiale Rurale de Pouzauges;PAYS DE LA LOIRE;BAC;;;;;;;;7160.0
cumul 2020-2021;0851412Y;Organisme de formation-Centre de formation d'apprentis de BTP CFA Vendée - BTP CFA Pays de Loire - La Roche-sur-Yon;PAYS DE LA LOIRE;Autres formations de niveau 4;;;;;;;;7163.0
cumul 2020-2021;0851461B;Ecole supérieure de l'alternance - La Roche sur Yon;PAYS DE LA LOIRE;BTS;42.0;;22.0;38.0;;;;7165.0
cumul 2020-2021;0851556E;Maison Familiale Rurale de Château-d'Olonne;PAYS DE LA LOIRE;BAC;;;;;;;;7166.0
cumul 2020-2021;0861145C;Maison Familiale Rurale de Chauvigny;NOUVELLE-AQUITAINE;BTS;;;;;;;;7171.0
cumul 2020-2021;0861253V;Organisme de formation - Centre de Formation d'Apprentis industriel Poitou-Charentes;NOUVELLE-AQUITAINE;BAC;38.0;65.0;21.0;30.0;75.0;75.0;83.0;7173.0
cumul 2020-2021;0861360L;Organisme de formation - Centre de formation d'apprentis Isaac de l'Etoile;NOUVELLE-AQUITAINE;BAC;31.0;63.0;40.0;28.0;71.0;74.0;77.0;7176.0
cumul 2020-2021;0861419A;Organisme de formation - Centre de formation d'apprentis Académique de Poitiers;NOUVELLE-AQUITAINE;BP;33.0;66.0;41.0;41.0;82.0;72.0;78.0;7177.0
cumul 2020-2021;0870987A;BTP CFA NOUVELLE AQUITAINE LIMOGES;NOUVELLE-AQUITAINE;Autres formations de niveau 3;;;;;;;;7182.0
cumul 2020-2021;0881449X;Maison Familiale Rurale de Ramonchamp;GRAND EST;CAP;;;;;;;;7190.0
cumul 2020-2021;0890858Z;MAISON DEPARTEMENTALE DE LA COIFFURE;BOURGOGNE-FRANCHE-COMTE;CAP;;;;;;;;7198.0
cumul 2020-2021;0890965R;Bâtiment CFA de l'Yonne;BOURGOGNE-FRANCHE-COMTE;CAP;58.0;58.0;34.0;33.0;67.0;67.0;74.0;7199.0
cumul 2020-2021;0890992V;CFA INTERPROFESSIONNEL;BOURGOGNE-FRANCHE-COMTE;CAP;48.0;50.0;33.0;40.0;61.0;61.0;64.0;7200.0
cumul 2020-2021;0891015V;Maison Familiale Rurale Champeaux de Toucy;BOURGOGNE-FRANCHE-COMTE;BAC;;;;;;;;7201.0
cumul 2020-2021;0891041Y;Maison Familiale Rurale du senonais - Gron;BOURGOGNE-FRANCHE-COMTE;BAC;;;;;;;;7203.0
cumul 2020-2021;0891132X;CFA de l'Yonne;BOURGOGNE-FRANCHE-COMTE;CAP;28.0;39.0;;40.0;52.0;55.0;70.0;7206.0
cumul 2020-2021;0912267V;Organisme de formation-Centre de formation d'apprentis Faculté des Métiers de l'Essonne;ILE-DE-FRANCE;Autres formations de niveau 3;46.0;37.0;;19.0;63.0;74.0;70.0;7211.0
cumul 2020-2021;0912267V;Organisme de formation-Centre de formation d'apprentis Faculté des Métiers de l'Essonne;ILE-DE-FRANCE;Autres formations de niveau 5;36.0;64.0;;29.0;69.0;82.0;77.0;7212.0
cumul 2020-2021;0921667M;Organisme de formation-Centre de formation d'apprentis de la Fédération Française de carrosserie CARPROMO;ILE-DE-FRANCE;BAC;;;;44.0;;;;7218.0
cumul 2020-2021;0922274X;Organisme de formation-Centre de formation d'apprentis Eugène Ducretet;ILE-DE-FRANCE;Autres formations de niveau 3;35.0;49.0;;16.0;57.0;59.0;59.0;7220.0
cumul 2020-2021;0922275Y;Organisme de formation-Centre de formation d'apprentis Institut de Formation et de Perfectionnement aux Métiers;ILE-DE-FRANCE;BTS;27.0;62.0;27.0;45.0;74.0;74.0;77.0;7222.0
cumul 2020-2021;0922292S;Organisme de formation-Centre de formation d'apprentis de l'Industrie chimique et pharmaceutique;ILE-DE-FRANCE;BTS;58.0;46.0;15.0;16.0;68.0;65.0;71.0;7223.0
cumul 2020-2021;0922675H;Centre de formation d'apprentis AFORP;ILE-DE-FRANCE;Autres formations de niveau 4;;;;;;;;7231.0
cumul 2020-2021;0922888P;Organisme de formation-Centre de formation d'apprentis - GIE CFA des Chefs;ILE-DE-FRANCE;Autres formations de niveau 3;21.0;51.0;;38.0;62.0;59.0;62.0;7235.0
cumul 2020-2021;0931815T;CFA du Bâtiment et des Travaux Publics;ILE-DE-FRANCE;BAC;27.0;;70.0;49.0;;;;7240.0
cumul 2020-2021;0932754N;Institut Aero Formation;ILE-DE-FRANCE;BTS;;;;51.0;;;;7250.0
cumul 2020-2021;9711071M;Centre de formation d'apprentis polyvalent de l'académie de Guadeloupe;GUADELOUPE;BTS;27.0;71.0;33.0;19.0;68.0;60.0;60.0;7274.0
cumul 2020-2021;9720826R;OF-CFA DU TERTIAIRE;MARTINIQUE;Autres formations de niveau 4;;;;;;;;7279.0
cumul 2020-2021;9720927A;OF-CFA - Institut de la Fonction Commerciale (IFC);MARTINIQUE;BTS;43.0;61.0;46.0;44.0;55.0;48.0;48.0;7281.0
cumul 2020-2021;9730446X;CENTRE FORMATION APPRENTIS PUBLIC LPO MELKIOR GARRE;GUYANE;BP;;;;19.0;;;;7283.0
cumul 2020-2021;9740922J;CFA Saint Joseph;LA REUNION;Autres formations de niveau 3;21.0;30.0;;28.0;33.0;39.0;39.0;7286.0
cumul 2020-2021;9740988F;Centre de Formation d'apprentis Urma de Saint Pierre  Campus Pro;LA REUNION;BAC;21.0;44.0;;38.0;70.0;70.0;70.0;7290.0
cumul 2020-2021;9741588H;Centre de Formation d'Apprentis Académique;LA REUNION;BAC;;;;29.0;;;;7295.0
cumul 2020-2021;9741665S;Organisme de formation-Centre de formation d'apprentis Institut de formation de la Réunion Sainte Marie;LA REUNION;Autres formations de niveau 4;25.0;27.0;;40.0;40.0;37.0;43.0;7296.0
cumul 2020-2021;9741699D;Organisme de formation-Centre de formation d'apprentis Evolution Formation Océan Indien Etang Salé;LA REUNION;Autres formations de niveau 5;;;;;;;;7304.0
cumul 2020-2021;9741709P;Organisme formation-Centre de formation d'apprentis ECM - European Consulting Management de Saint Pierre;LA REUNION;BTS;;;;;;;;7308.0
cumul 2020-2021;9741716X;Organisme formation - Centre de formation d'apprentis Axe Ressource Conseil Saint Pierre;LA REUNION;Autres formations de niveau 4;56.0;;;49.0;;;;7309.0
