Année;UAI;Libellé;Région;Niveau formation;Taux poursuite études;Taux emploi 6 mois;Taux interruption formation;Part contrats apprentissage interrompus;Taux emploi 12 mois;Taux emploi 18 mois;Taux emploi 24 mois;num_ligne
cumul 2020-2021;0383548A;Organisme de formation-Centre de formation d apprentis -  ACTION CHEVAL FORMATION - GRENOBLE;AUVERGNE-RHONE-ALPES;Autres formations de niveau 3;;;;;;;;9469.0
cumul 2020-2021;0391039T;CFA Poligny;BOURGOGNE-FRANCHE-COMTE;CAP;;;;;;;;9471.0
cumul 2020-2021;0391213G;Maison Familiale Rurale d'Amange;BOURGOGNE-FRANCHE-COMTE;Autres formations de niveau 3;;;;;;;;9472.0
cumul 2020-2021;0400898J;CFA des Landes;NOUVELLE-AQUITAINE;CAP;58.0;27.0;;33.0;36.0;32.0;55.0;9475.0
cumul 2020-2021;0411066L;Organisme de formation-Centre de formation d'apprentis des métiers du champ social, médico-social et sanitaire - Blois;CENTRE-VAL DE LOIRE;BTS;54.0;;;14.0;;;;9484.0
cumul 2020-2021;0430844J;INSTITUT DE FORMATION PROFESSIONNELLE 43;AUVERGNE-RHONE-ALPES;BP;18.0;74.0;26.0;21.0;84.0;82.0;83.0;9495.0
cumul 2020-2021;0442901P;Organisme de formation-Centre de formation d'apprentis de CAP FORMATION Saint Herblain;PAYS DE LA LOIRE;Autres formations de niveau 3;;;;57.0;;;;9519.0
cumul 2020-2021;0442919J;Organisme de formation-Centre de formation d'apprentis de AFTRAL St Nazaire;PAYS DE LA LOIRE;CAP;;;;;;;;9521.0
cumul 2020-2021;0451656F;Organisme de formation-Centre de formation d'apprentis du CFA des Universités Centre-Val de Loire-Oléans;CENTRE-VAL DE LOIRE;Autres formations de niveau 5;78.0;64.0;;9.0;69.0;78.0;78.0;9529.0
cumul 2020-2021;0451708M;Organisme de formation-Centre de formation d'apprentis de GIP FTLV-IP ACADEMIE ORLEANS-TOURS-ORLEANS;CENTRE-VAL DE LOIRE;BTS;38.0;76.0;22.0;22.0;86.0;86.0;87.0;9531.0
cumul 2020-2021;0460495N;Organisme de formation - Centre de formation d'apprentis Ecole des métiers du Lot;OCCITANIE;MC5;48.0;73.0;14.0;14.0;82.0;73.0;73.0;9537.0
cumul 2020-2021;0470110P;Site de formation d'apprentis de la chambre des métiers et de l'artisanat de région Nouvelle Aquitaine CFA de La Palme;NOUVELLE-AQUITAINE;MC5;43.0;81.0;16.0;15.0;74.0;81.0;79.0;9539.0
cumul 2020-2021;0490985E;Organisme de formation-Centre de formation d'apprentis de la CCI Maine-et-Loire - Centre Pierre Cointreau Angers;PAYS DE LA LOIRE;MC4;36.0;;18.0;28.0;;;;9550.0
cumul 2020-2021;0490986F;Site de formation d'apprentis de l'URMA Maine-et-Loire - Angers;PAYS DE LA LOIRE;BP;15.0;83.0;26.0;26.0;87.0;86.0;89.0;9551.0
cumul 2020-2021;0490986F;Site de formation d'apprentis de l'URMA Maine-et-Loire - Angers;PAYS DE LA LOIRE;MC5;52.0;79.0;7.0;12.0;86.0;75.0;78.0;9552.0
cumul 2020-2021;0491828W;Maison Familiale Rurale de Cholet;PAYS DE LA LOIRE;CAP;;;;40.0;;;;9554.0
cumul 2020-2021;0492125U;Centre de formation professionnelle SOFTEC;PAYS DE LA LOIRE;Autres formations de niveau 5;;;;;;;;9561.0
cumul 2020-2021;0492175Y;CFA de l'ESA d'Angers;PAYS DE LA LOIRE;CAP;66.0;51.0;16.0;32.0;64.0;59.0;56.0;9563.0
cumul 2020-2021;0501670U;Maison Familiale Rurale de Condé-sur-Vire;NORMANDIE;BAC;;;;27.0;;;;9571.0
cumul 2020-2021;0501784T;CFA Coutances;NORMANDIE;BP;16.0;69.0;;32.0;74.0;74.0;83.0;9574.0
cumul 2020-2021;0501844H;CFA Saint Hilaire du Harcouët;NORMANDIE;Autres formations de niveau 4;46.0;;;;;;;9575.0
cumul 2020-2021;0511383B;CFA BTP GRAND EST  LORRAINE DE LA MARNE;GRAND EST;BAC;53.0;;2.0;21.0;;;;9579.0
cumul 2020-2021;0512117Z;Centre de Formation d'Apprentis Commerce et Distribution-AFPAM (Association pour la Formation Profes et l'Apprentissage des Métiers du Commerce);GRAND EST;BTS;45.0;55.0;30.0;36.0;70.0;72.0;75.0;9586.0
cumul 2020-2021;0512177P;Centre de formation d'apprentissage aux métiers de la santé et des sciences de la vie;GRAND EST;CAP;;;;;;;;9589.0
cumul 2020-2021;0512178R;OF Sylvia Terrade apprentissage G.E.Reims;GRAND EST;BP;;;;26.0;;;;9590.0
cumul 2020-2021;0531006F;Association ESUP Group - établissement de Laval;PAYS DE LA LOIRE;BTS;86.0;;;24.0;;;;9602.0
cumul 2020-2021;0541548P;Site de formation d apprentis de la CMA Grand Est de Laxou;GRAND EST;Autres formations de niveau 5;16.0;83.0;;34.0;83.0;83.0;85.0;9605.0
cumul 2020-2021;0542415G;Organisme de formation-Centre de formation d'apprentis du Travail Social de Lorraine à Nancy;GRAND EST;Autres formations de niveau 3;;;;;;;;9616.0
cumul 2020-2021;0542474W;CFA interrégional des technologies Henri Loritz;GRAND EST;BTS;56.0;56.0;25.0;29.0;70.0;67.0;67.0;9618.0
cumul 2020-2021;0550939X;Greta CFA Lorraine Ouest;GRAND EST;MC5;;;;;;;;9620.0
cumul 2020-2021;0570033B;CFA du LPO Blaise pascal de Forbach;GRAND EST;CAP;32.0;;22.0;35.0;;;;9631.0
cumul 2020-2021;0573795R;Organisme de formation-Centre de formation d apprentis Institut de soudure de Yutz;GRAND EST;MC4;;;;;;;;9646.0
cumul 2020-2021;0593321P;CFA de la Chambre des Métiers et de l'Artisanat Hauts-de-France;HAUTS-DE-FRANCE;Autres formations de niveau 5;20.0;74.0;;28.0;81.0;70.0;71.0;9649.0
cumul 2020-2021;0593321P;CFA de la Chambre des Métiers et de l'Artisanat Hauts-de-France;HAUTS-DE-FRANCE;BP;19.0;72.0;47.0;34.0;76.0;76.0;78.0;9650.0
cumul 2020-2021;0595821G;CFA TERTIA - Grand Hainaut Site de Valenciennes;HAUTS-DE-FRANCE;Autres formations de niveau 3;;;;;;;;9664.0
cumul 2020-2021;0595846J;Centre de Formation d'Apprentis Spécialisé AGAP Formation (Association pour Gestion et Aide Promotion d Equipements Sociaux et Médico Sociaux);HAUTS-DE-FRANCE;CAP;46.0;28.0;;32.0;48.0;48.0;48.0;9665.0
cumul 2020-2021;0596346C;CFA du CREPS (Centre de Ressources,d'Expertise et de Performance Sportive) de WATTIGNIES;HAUTS-DE-FRANCE;Autres formations de niveau 4;16.0;;;;;;;9666.0
cumul 2020-2021;0597164S;Organisme de formation-Centre de formation d'apprentis TSR Formation de BRUAY-SUR-L'ESCAUT;HAUTS-DE-FRANCE;Autres formations de niveau 3;;;;;;;;9678.0
cumul 2020-2021;0602089V;CFA AGRICOLE PUBLIC DES HAUTS DE FRANCE;HAUTS-DE-FRANCE;Autres formations de niveau 5;0.0;69.0;;5.0;85.0;88.0;88.0;9686.0
cumul 2020-2021;0611119K;Maison Familiale Rurale de Cerisy-Belle-Etoile;NORMANDIE;Autres formations de niveau 4;;;;;;;;9693.0
cumul 2020-2021;0611248A;centre de formation d apprentis irsap;NORMANDIE;Autres formations de niveau 3;;;;;;;;9696.0
cumul 2020-2021;0624292D;Maison Familiale Rurale de Marconne;HAUTS-DE-FRANCE;BAC;27.0;50.0;19.0;;68.0;45.0;55.0;9702.0
cumul 2020-2021;0631243J;Centre de Formation des Apprentis du bâtiment et des travaux publics du Puy-De-Dôme;AUVERGNE-RHONE-ALPES;MC4;21.0;85.0;6.0;15.0;81.0;85.0;85.0;9706.0
cumul 2020-2021;0631959M;CFA Régional du Transport et de la Logistique en Auvergne;AUVERGNE-RHONE-ALPES;CAP;;;;;;;;9711.0
cumul 2020-2021;0631977G;Centre de Formation d'Apprentis de l'Education Nationale;AUVERGNE-RHONE-ALPES;BAC;50.0;60.0;;15.0;65.0;72.0;72.0;9714.0
cumul 2020-2021;0632067E;CFPPA des Combrailles;AUVERGNE-RHONE-ALPES;BAC;;;;;;;;9719.0
cumul 2020-2021;0632078S;Organisme de formation-Centre de formation d'apprentis OSENGO Clermont-Ferrand;AUVERGNE-RHONE-ALPES;CAP;;;;;;;;9726.0
cumul 2020-2021;0641395U;Organisme de formation-Centre de formation d'apprentis du bâtiment et des travaux publics des Pyrénées Atlantiques;NOUVELLE-AQUITAINE;Autres formations de niveau 3;;;;33.0;;;;9731.0
cumul 2020-2021;0660447C;Organisme de formation-Centre de formation d'apprentis de la Chambre de Métiers et de l'Artisanat des Pyrénées-Orientales, Rivesaltes;OCCITANIE;CAP;49.0;42.0;43.0;47.0;57.0;55.0;63.0;9738.0
cumul 2020-2021;0660488X;Organisme de formation-Centre de formation d'apprentis du BTP des Pyrénées-Orientales, Perpignan;OCCITANIE;Autres formations de niveau 3;;;;23.0;;;;9739.0
cumul 2020-2021;0671755U;Centre de Formation d'apprentis du lycée Emile Mathis;GRAND EST;CAP;38.0;61.0;15.0;28.0;59.0;63.0;61.0;9744.0
cumul 2020-2021;0672066G;Centre de Formation d'apprentis du Lycée Le Corbusier;GRAND EST;BTS;43.0;84.0;12.0;17.0;88.0;88.0;84.0;9747.0
cumul 2020-2021;0672477D;Centre de Formation d'apprentis agricole rattaché au LEGTA;GRAND EST;Autres formations de niveau 3;10.0;56.0;;10.0;67.0;56.0;67.0;9748.0
cumul 2020-2021;0672477D;Centre de Formation d'apprentis agricole rattaché au LEGTA;GRAND EST;BAC;32.0;87.0;17.0;25.0;90.0;85.0;87.0;9749.0
cumul 2020-2021;0672866B;Ecole supérieure privée - Pigier Strasbourg;GRAND EST;BTS;37.0;;38.0;46.0;;;;9754.0
cumul 2020-2021;0672879R;Ecole Supérieure de la Banque;GRAND EST;BTS;;;;;;;;9755.0
cumul 2020-2021;0673160W;AS Formation;GRAND EST;Autres formations de niveau 5;;;;;;;;9761.0
cumul 2020-2021;0673162Y;Institut Santé - For You only;GRAND EST;CAP;;;;;;;;9762.0
cumul 2020-2021;0681750H;Centre de Formation d'apprentis agricole;GRAND EST;BTS;24.0;63.0;29.0;29.0;71.0;71.0;76.0;9770.0
cumul 2020-2021;0690723L;Centre de formation CARREL;AUVERGNE-RHONE-ALPES;Autres formations de niveau 3;;;;;;;;9773.0
cumul 2020-2021;0692436Y;FEDERATION REGIONALE DES MAISONS FAMILIALES RURALES D'EDUCATION ET D'ORIENTATION DE RHONE-ALPES (FRMFREO);AUVERGNE-RHONE-ALPES;CAP;51.0;58.0;;38.0;67.0;65.0;67.0;9776.0
cumul 2020-2021;0692436Y;FEDERATION REGIONALE DES MAISONS FAMILIALES RURALES D'EDUCATION ET D'ORIENTATION DE RHONE-ALPES (FRMFREO);AUVERGNE-RHONE-ALPES;MC4;19.0;71.0;16.0;5.0;77.0;75.0;71.0;9777.0
cumul 2020-2021;0693733H;Ecole technique supérieure privée PIGIER;AUVERGNE-RHONE-ALPES;Autres formations de niveau 4;5.0;66.0;;18.0;63.0;60.0;60.0;9796.0
cumul 2020-2021;0693764S;AKTEAP;AUVERGNE-RHONE-ALPES;Autres formations de niveau 4;8.0;71.0;;14.0;75.0;79.0;77.0;9797.0
cumul 2020-2021;0693936D;Organisme de formation-Centre de formation d'apprentis Association Distribution Produits Electriques Grand Public VENISSIEUX;AUVERGNE-RHONE-ALPES;Autres formations de niveau 4;13.0;69.0;;13.0;73.0;66.0;69.0;9799.0
cumul 2020-2021;0694438Z;Organisme de formation-Centre de formation d'apprentis ACADEMIE DES SERVICES AUX FAMILLES - ASAF VILLEURBANNE;AUVERGNE-RHONE-ALPES;CAP;8.0;58.0;16.0;;58.0;59.0;46.0;9806.0
cumul 2020-2021;0700796K;CFA de la Haute-Saône;BOURGOGNE-FRANCHE-COMTE;MC5;50.0;54.0;10.0;12.0;69.0;81.0;81.0;9808.0
cumul 2020-2021;0720937C;Organisme de formation-Centre de formation d'apprentis de BTP CFA Sarthe - Le Mans;PAYS DE LA LOIRE;MC5;55.0;88.0;19.0;7.0;96.0;92.0;96.0;9819.0
cumul 2020-2021;0721554Y;Organisme de formation-Centre de formation d'apprentis de l'Enseignement Catholique 72 - Le Mans;PAYS DE LA LOIRE;Autres formations de niveau 4;8.0;67.0;;43.0;71.0;50.0;67.0;9824.0
cumul 2020-2021;0721696C;Organisme de formation-Centre de formation d'apprentis AFTRAL Allonnes;PAYS DE LA LOIRE;Autres formations de niveau 5;;;;;;;;9828.0
cumul 2020-2021;0750768C;CFA des Métiers de la Gastronomie;ILE-DE-FRANCE;MC5;37.0;63.0;18.0;18.0;67.0;73.0;73.0;9836.0
cumul 2020-2021;0754440U;Institut des techniques informatiques et commerciales;ILE-DE-FRANCE;BTS;62.0;70.0;;22.0;65.0;74.0;70.0;9846.0
cumul 2020-2021;0754679D;Centre de Formation d'apprentis - SACEF;ILE-DE-FRANCE;CAP;32.0;;;27.0;;;;9851.0
cumul 2020-2021;0754755L;Centre de Formation d'apprentis - Boulangerie et Patisserie;ILE-DE-FRANCE;BP;19.0;;13.0;25.0;;;;9853.0
cumul 2020-2021;0754850P;Centre de Formation d'apprentis - Paris académie entreprises;ILE-DE-FRANCE;Autres formations de niveau 3;;;;;;;;9858.0
cumul 2020-2021;0755877F;Institut de Formation du Football;ILE-DE-FRANCE;Autres formations de niveau 4;14.0;57.0;;7.0;55.0;64.0;58.0;9867.0
cumul 2020-2021;0756061F;OF-CFA Paris Institute of Childcare Training;ILE-DE-FRANCE;Autres formations de niveau 4;;;;;;;;9876.0
cumul 2020-2021;0756072T;Orange Formation;ILE-DE-FRANCE;Autres formations de niveau 5;96.0;;;9.0;;;;9878.0
cumul 2020-2021;0756087J;OF-CFA Trans-Faire;ILE-DE-FRANCE;Autres formations de niveau 4;9.0;30.0;;11.0;34.0;43.0;38.0;9879.0
cumul 2020-2021;0761817M;Bâtiment CFA Le Havre;NORMANDIE;BP;24.0;84.0;24.0;17.0;88.0;82.0;86.0;9883.0
cumul 2020-2021;0762652V;Centre de formation d'apprentis agricole de Seine-Maritime;NORMANDIE;Autres formations de niveau 3;39.0;76.0;;15.0;83.0;83.0;83.0;9888.0
cumul 2020-2021;0763153P;Centre de formation d'apprentis Jeanne d'Arc;NORMANDIE;BP;;;;3.0;;;;9896.0
cumul 2020-2021;0763154R;Centre de formation d'apprentis de l'école du commerce et de la distribution;NORMANDIE;Autres formations de niveau 4;;;;;;;;9898.0
cumul 2020-2021;0763417B;CFP - MFR de Coqureaumont;NORMANDIE;Autres formations de niveau 4;;;;;;;;9900.0
cumul 2020-2021;0781897N;Site de formation d'apprentis - l'EA - les écoles des éco-activités - CCI Paris Ile-de-France;ILE-DE-FRANCE;Autres formations de niveau 5;79.0;;;13.0;;;;9920.0
cumul 2020-2021;0782093B;Organisme de formation-Centre de formation d'apprentis Trajectoire;ILE-DE-FRANCE;BTS;41.0;62.0;44.0;35.0;70.0;71.0;73.0;9924.0
cumul 2020-2021;0790924A;Site de formation d'apprentis du Campus des Métiers de Niort;NOUVELLE-AQUITAINE;BTS;32.0;85.0;19.0;12.0;90.0;80.0;88.0;9932.0
cumul 2020-2021;0790988V;Maison Familiale Rurale de Saint-Loup-Lamairé;NOUVELLE-AQUITAINE;BAC;;;;;;;;9935.0
cumul 2020-2021;0790992Z;Maison Familiale Rurale de Boesse;NOUVELLE-AQUITAINE;CAP;;;;42.0;;;;9937.0
cumul 2020-2021;0791057V;Maison Familiale Rurale de Brioux;NOUVELLE-AQUITAINE;BTS;;;;;;;;9939.0
cumul 2020-2021;0801302F;Organisme de formation-Centre de formation d'apprentis de BTP CFA 80 Amiens;HAUTS-DE-FRANCE;BAC;49.0;;18.0;16.0;;;;9940.0
cumul 2020-2021;0811239G;Organisme de formation - Centre de formation d'apprentis Maurice-Emile-Pezous;OCCITANIE;CAP;52.0;58.0;34.0;47.0;61.0;67.0;64.0;9946.0
cumul 2020-2021;0831136J;Ctre de formation d'apprentis bâtiment TP Toulon;PROVENCE-ALPES-COTE D'AZUR;BP;17.0;64.0;29.0;33.0;65.0;57.0;65.0;9953.0
cumul 2020-2021;0831608X;CFA Régional des Métiers et de l'Artisanat Campus de La Seyne sur Mer - IPFM;PROVENCE-ALPES-COTE D'AZUR;CAP;42.0;53.0;44.0;50.0;63.0;60.0;66.0;9959.0
cumul 2020-2021;0851345A;Organisme de formation-Centre de formation d'apprentis des maisons familiales de Vendée;PAYS DE LA LOIRE;MC4;;;;;;;;9979.0
cumul 2020-2021;0851372E;CFA La Roche sur Yon;PAYS DE LA LOIRE;BTS;;;;;;;;9981.0
cumul 2018-2019;0781897N;Centre de formation d'apprentis l'EA - les écoles des éco-activités - CCI Paris Ile-de-France;ILE-DE-FRANCE;Autres formations de niveau 4;2.0;86.0;;19.0;89.0;91.0;91.0;3001.0
cumul 2018-2019;0782110V;Centre de formation d'apprentis Omnisports;ILE-DE-FRANCE;Autres formations de niveau 4;15.0;50.0;;7.0;56.0;60.0;64.0;3007.0
cumul 2018-2019;0783593G;Centre de formation d'apprentis Versailles Académie Avenir Apprentissage;ILE-DE-FRANCE;BTS;31.0;68.0;33.0;14.0;69.0;68.0;72.0;3011.0
cumul 2018-2019;0783654Y;CFA AFOMAV (Centre de formation d'apprentis Association de formation aux métiers de l'Audiovisuel);ILE-DE-FRANCE;BTS;;;;25.0;;;;3013.0
cumul 2018-2019;0790924A;Centre de formation d'apprentis de la Chambre des Métiers et de l'Artisanat des Deux-Sèvres;NOUVELLE-AQUITAINE;BAC;29.0;81.0;38.0;27.0;82.0;84.0;88.0;3015.0
cumul 2018-2019;0791046H;centre formation apprentis agricole;NOUVELLE-AQUITAINE;BTS;34.0;72.0;38.0;33.0;75.0;78.0;78.0;3019.0
cumul 2018-2019;0801998M;CFA DE LA SOMME;HAUTS-DE-FRANCE;BTS;33.0;60.0;48.0;42.0;74.0;64.0;76.0;3023.0
cumul 2018-2019;0810791V;Centre de formation d'apprentis Chambre des métiers du Tarn;OCCITANIE;Autres formations de niveau 4;;;;;;;;3029.0
cumul 2018-2019;0811238F;Centre de Formation des familiales rurales;OCCITANIE;BAC;28.0;54.0;;41.0;57.0;68.0;71.0;3033.0
cumul 2018-2019;0831375U;Ctre de formation d'apprentis Chambre des métiers St Maximin;PROVENCE-ALPES-COTE D'AZUR;CAP;35.0;48.0;43.0;52.0;60.0;56.0;58.0;3043.0
cumul 2018-2019;0840733R;CFA CHAMBRE DES METIERS VAUCLUSE;PROVENCE-ALPES-COTE D'AZUR;BP;22.0;64.0;39.0;41.0;66.0;72.0;73.0;3045.0
cumul 2018-2019;0861219H;centre formation apprentis agricole;NOUVELLE-AQUITAINE;BAC;38.0;43.0;25.0;29.0;63.0;65.0;76.0;3056.0
cumul 2018-2019;0875084D;CTRE DE FORMATION D'APPRENTIS DE L'ACADEMIE DE LIMOGES;NOUVELLE-AQUITAINE;Autres formations de niveau 4;;;;;;;;3065.0
cumul 2018-2019;0881108B;CFA Hotelier JBS Chardin;GRAND EST;BP;15.0;54.0;44.0;43.0;49.0;54.0;63.0;3066.0
cumul 2018-2019;0881578M;centre formation apprentis agricole cfa horticulture et de paysage;GRAND EST;CAP;62.0;33.0;;40.0;46.0;41.0;50.0;3069.0
cumul 2018-2019;0890992V;CFA INTERPROFESSIONNEL;BOURGOGNE-FRANCHE-COMTE;CAP;43.0;44.0;44.0;50.0;53.0;54.0;63.0;3076.0
cumul 2018-2019;0932331D;CFA Métiers de la Communication et de Création Numérique;ILE-DE-FRANCE;BAC;22.0;;;;;;;3094.0
cumul 2018-2019;0941906L;CFI L'école connectée au futur de l'industrie;ILE-DE-FRANCE;BTS;45.0;77.0;28.0;17.0;82.0;80.0;80.0;3097.0
cumul 2018-2019;0942217Z;CFA INFA;ILE-DE-FRANCE;Autres formations de niveau 4;3.0;64.0;;21.0;54.0;55.0;57.0;3100.0
cumul 2018-2019;0951830Y;Centre de formation d'apprentis Fraternité Saint Jean;ILE-DE-FRANCE;BAC;58.0;50.0;;39.0;59.0;68.0;64.0;3105.0
cumul 2018-2019;0951963T;Centre de formation d'apprentis CMA95 - IMA VAL PARISIS EAUBONNE;ILE-DE-FRANCE;BTS;23.0;61.0;44.0;29.0;83.0;65.0;70.0;3108.0
cumul 2018-2019;9740988F;Centre de Formation d'apprentis Urma de Saint Pierre  Campus Pro;LA REUNION;BP;9.0;54.0;55.0;43.0;63.0;65.0;63.0;3119.0
cumul 2018-2019;0681197G;Centre de Formation d'apprentis du LPO Joseph Storck;GRAND EST;MC4;;;;;;;;3134.0
cumul 2018-2019;0681486W;Centre de Formation d'apprentis du Lycée Roosevelt;GRAND EST;Autres formations de niveau 5;36.0;74.0;;;68.0;63.0;71.0;3135.0
cumul 2018-2019;0681710P;Centre de Formation d'apprentis de l'artisanat;GRAND EST;BP;19.0;72.0;32.0;31.0;74.0;77.0;74.0;3140.0
cumul 2018-2019;0681750H;Centre de Formation d'apprentis agricole;GRAND EST;BP;;;;;;;;3144.0
cumul 2018-2019;0681832X;Centre de Formation d'apprentis de l'Industrie d'Alsace;GRAND EST;Autres formations de niveau 5;32.0;80.0;;16.0;70.0;67.0;73.0;3146.0
cumul 2018-2019;0693328T;Centre de Formation d'Apprentis Interfora;AUVERGNE-RHONE-ALPES;Autres formations de niveau 4;;;;;;;;3154.0
cumul 2018-2019;0693588A;INSTITUT DE FORMATION REGIONAL DES INDUSTRIES ALIMENTAIRES (IFRIA);AUVERGNE-RHONE-ALPES;CAP;;;;29.0;;;;3159.0
cumul 2018-2019;0693640G;Centre de Formation d'Apprentis POLYVIA FORMATION Lyon   Auvergne   Rhône-Alpes;AUVERGNE-RHONE-ALPES;Autres formations de niveau 4;;;;;;;;3161.0
cumul 2018-2019;0693936D;Centre de Formation d'Apprentis Ducretet Auvergne Rhône Alpes;AUVERGNE-RHONE-ALPES;Autres formations de niveau 4;12.0;77.0;;8.0;85.0;73.0;77.0;3164.0
cumul 2018-2019;0694047Z;Centre de Formation d'Apprentis de l'Académie de Lyon;AUVERGNE-RHONE-ALPES;BP;20.0;82.0;19.0;30.0;73.0;76.0;78.0;3166.0
cumul 2018-2019;0711946E;BATIMENT CFA BOURGOGNE FRANCHE COMTE;BOURGOGNE-FRANCHE-COMTE;BAC;31.0;54.0;38.0;;73.0;70.0;70.0;3173.0
cumul 2018-2019;0721429M;Institut technologique européen des métiers de la musique;PAYS DE LA LOIRE;Autres formations de niveau 4;0.0;60.0;;20.0;66.0;67.0;62.0;3178.0
cumul 2018-2019;0730878H;BTP CFA des Savoie;AUVERGNE-RHONE-ALPES;BP;11.0;77.0;40.0;29.0;85.0;78.0;83.0;3183.0
cumul 2018-2019;0751457B;Centre de Formation d'apprentis - Optique;ILE-DE-FRANCE;BTS;41.0;80.0;61.0;37.0;78.0;80.0;82.0;3194.0
cumul 2018-2019;0751508G;Centre de Formation d'apprentis - St Lambert Maçonnerie;ILE-DE-FRANCE;BTS;41.0;71.0;52.0;22.0;88.0;83.0;80.0;3198.0
cumul 2018-2019;0752280W;Centre de Formation d'apprentis - FERRANDI Paris;ILE-DE-FRANCE;CAP;50.0;65.0;14.0;38.0;63.0;65.0;66.0;3201.0
cumul 2018-2019;0753007L;Centre de Formation d'apprentis - Alimentation-Hôtellerie;ILE-DE-FRANCE;BAC;25.0;50.0;65.0;59.0;52.0;58.0;63.0;3208.0
cumul 2018-2019;0755861N;Centre de formation d'apprentis - Ferroviaire;ILE-DE-FRANCE;Autres formations de niveau 4;;;;;;;;3219.0
cumul 2018-2019;0761817M;Bâtiment CFA Le Havre;NORMANDIE;Autres formations de niveau 5;;;;;;;;3221.0
cumul 2018-2019;0672056W;Centre de Formation d'apprentis du LP Jules Verne;GRAND EST;BAC;20.0;84.0;36.0;17.0;78.0;82.0;78.0;3235.0
cumul 2019-2020;9741089R;Centre de Formation d'Apprentis Chambre des Métiers de l'Ouest;LA REUNION;Autres formations de niveau 3;;;;;;;;3239.0
cumul 2019-2020;0133929A;REGIONAL DE L'ACADEMIE D'AIX-MARSEILLE;PROVENCE-ALPES-COTE D'AZUR;BAC;28.0;52.0;57.0;;61.0;68.0;75.0;3254.0
cumul 2019-2020;0141601P;Organisme de formation-Centre de formation d'apprentis du batîment Jean Hochet Caen;NORMANDIE;MC3;45.0;78.0;18.0;;73.0;85.0;88.0;3256.0
cumul 2019-2020;0142400H;Organisme de formation-Centre de formation d'apprentis Don Bosco de Normandie Herouville-St-Clair;NORMANDIE;BP;;;;;;;;3261.0
cumul 2019-2020;0171208W;Organisme de formation - Centre de formation d'apprentis Commerce de Saintes;NOUVELLE-AQUITAINE;BTS;28.0;71.0;34.0;;71.0;76.0;85.0;3270.0
cumul 2019-2020;0171401F;CFA de la Charente Maritime;NOUVELLE-AQUITAINE;BP;;;;;;;;3271.0
cumul 2019-2020;0180847Y;CFA du Cher;CENTRE-VAL DE LOIRE;CAP;39.0;32.0;18.0;;59.0;64.0;64.0;3273.0
cumul 2019-2020;0190721F;CFA EIMCL 13 VENTS TULLE;NOUVELLE-AQUITAINE;CAP;47.0;48.0;41.0;;57.0;58.0;66.0;3274.0
cumul 2019-2020;0211479U;ECOLE DES METIERS DIJON METROPOLE;BOURGOGNE-FRANCHE-COMTE;MC3;45.0;59.0;23.0;;67.0;78.0;85.0;3276.0
cumul 2019-2020;0211948D;AFTRAL CFATL DIJON;BOURGOGNE-FRANCHE-COMTE;Autres formations de niveau 5;39.0;;;;;;;3278.0
cumul 2019-2020;0221072W;CFA CMA Bretagne - Campus de Ploufragan;BRETAGNE;BP;26.0;79.0;23.0;;83.0;82.0;87.0;3280.0
cumul 2019-2020;0241197W;Organisme de formation-Centre interprofessionnel de formation des apprentis de PME de Bergerac (CIFA);NOUVELLE-AQUITAINE;BTS;39.0;68.0;34.0;;69.0;71.0;75.0;3290.0
cumul 2019-2020;0241197W;Organisme de formation-Centre interprofessionnel de formation des apprentis de PME de Bergerac (CIFA);NOUVELLE-AQUITAINE;Autres formations de niveau 4;;;;;;;;3292.0
cumul 2019-2020;0251643A;CFA du Doubs;BOURGOGNE-FRANCHE-COMTE;BP;17.0;;;;;;;3295.0
cumul 2019-2020;0271415S;Centre de formation d'apprentis industriel de l'Eure;NORMANDIE;BTS;32.0;70.0;25.0;;83.0;86.0;92.0;3303.0
cumul 2019-2020;0280738A;Organisme de formation-Centre de formation d'apprentis de Interpro - Chartres;CENTRE-VAL DE LOIRE;BAC;29.0;70.0;33.0;;68.0;81.0;81.0;3306.0
cumul 2019-2020;0291792R;IFAC-CCI MBO Campus des métiers;BRETAGNE;Autres formations de niveau 4;;;;;;;;3307.0
cumul 2019-2020;0292159P;CFA Institut nautique Concarneau;BRETAGNE;Autres formations de niveau 4;16.0;29.0;;;71.0;19.0;57.0;3311.0
cumul 2019-2020;0301629H;Site de formation d'apprentis du Gard de la Chambre de Métiers et de l'Artisanat de la Région Occitanie, Nîmes;OCCITANIE;BP;12.0;64.0;37.0;;74.0;74.0;75.0;3315.0
cumul 2019-2020;0311341P;Organisme de formation - Centre de formation d'apprentis BTP Occitanie - Sites de Toulouse et Muret;OCCITANIE;CAP;42.0;57.0;41.0;;58.0;57.0;69.0;3320.0
cumul 2019-2020;0311994Z;Greta Midi-Pyrénées Centre;OCCITANIE;BTS;;;;;;;;3325.0
cumul 2019-2020;0312240S;Organisme de formation - Centre de formation d'apprentis AFTRAL Transport et Logistique;OCCITANIE;CAP;2.0;73.0;38.0;;83.0;81.0;84.0;3327.0
cumul 2019-2020;0312702U;Section d'apprentissage privée rattachée à l'Institut régional de formation sanitaire et sociale de la Croix Rouge;OCCITANIE;Autres formations de niveau 4;;;;;;;;3332.0
cumul 2019-2020;0312859P;Organisme de formation - Centre de formation d'apprentis FORMAPOSTE;OCCITANIE;BTS;61.0;;7.0;;;;;3333.0
