persona,organisation_nom,organisation_nom_legal,siren,siret,annee_creation,date_creation_source_url,adresse_ville,adresse_departement,adresse_region,site_web_url,linkedin_entreprise_url,type_structure,modalite_presume,preuve_modalite,contact_nom,contact_role,contact_linkedin_url,contact_email_public,contact_tel_public,source_contact_preuve,notes_qualite,score_fit,raisons_score
A,CENTRE DE FORMATION PROFESSIONNELLE SPECIFIQUE (CFPS),CENTRE DE FORMATION PROFESSIONNELLE SPECIFIQUE,912752821,91275282100013,2022,https://annuaire-entreprises.data.gouv.fr/entreprise/912752821,SALON-DE-PROVENCE,13,Provence-Alpes-Côte d'Azur,https://annuaire-entreprises.data.gouv.fr/entreprise/912752821,,OF,presentiel,,Alex Batillat,Président de SAS,,,,API recherche-entreprises.api.gouv.fr (SIREN 912752821),Élargissement 2022 (critère initial: 2023+) | Spécialité DGEFP: Formations générales | 69 stagiaires déclarés,75,Organisme de formation confirmé | Création 2022 (élargissement) | Hors IDF (13) | Confirmé base DGEFP
A,ECP APPRENTISSAGE,ECP APPRENTISSAGE,913665329,91366532900011,2022,https://annuaire-entreprises.data.gouv.fr/entreprise/913665329,STRASBOURG,67,Grand Est,https://annuaire-entreprises.data.gouv.fr/entreprise/913665329,,CFA,presentiel,CFA = généralement présentiel,,,,,,,"Élargissement 2022 (critère initial: 2023+) | Spécialité DGEFP: Finances, banque, assurances | 190 stagiaires déclarés",70,CFA identifié | Création 2022 (élargissement) | Hors IDF (67) | Confirmé base DGEFP
A,"ALLIANCE EN RECHERCHE CLINIQUE POUR LE DEVELOPPEMENT D'EXPERTISE DES METIERS, PAR L'APPRENTISSAGE, DES TECHNIQUES AVANCE","ALLIANCE EN RECHERCHE CLINIQUE POUR LE DEVELOPPEMENT D'EXPERTISE DES METIERS, PAR L'APPRENTISSAGE, DES TECHNIQUES AVANCE",993684786,99368478600011,2023,https://annuaire-entreprises.data.gouv.fr/entreprise/993684786,LES MONTS D'AUNAY,14,Normandie,https://annuaire-entreprises.data.gouv.fr/entreprise/993684786,,CFA,presentiel,CFA = généralement présentiel,,,,,,,,75,CFA identifié | Création 2023 (critère principal) | Hors IDF (14)
A,FORMATION ALTERNANCE SUPERIEURE (FASUP') (FASUP'),FORMATION ALTERNANCE SUPERIEURE,910942028,91094202800358,2022,https://annuaire-entreprises.data.gouv.fr/entreprise/910942028,BORDEAUX,33,Nouvelle-Aquitaine,https://annuaire-entreprises.data.gouv.fr/entreprise/910942028,,CFA,inconnu,,Stéphane Girtanner,Commissaire aux comptes titulaire,,,,API recherche-entreprises.api.gouv.fr (SIREN 910942028),"Élargissement 2022 (critère initial: 2023+) | Spécialité DGEFP: Commerce, vente | 87 stagiaires déclarés",75,Organisme de formation confirmé | Création 2022 (élargissement) | Hors IDF (33) | Confirmé base DGEFP
A,ANFISSA FORMATIONS,ANFISSA FORMATIONS,914833009,91483300900022,2022,https://annuaire-entreprises.data.gouv.fr/entreprise/914833009,HARDIFORT,59,Hauts-de-France,https://annuaire-entreprises.data.gouv.fr/entreprise/914833009,,OF,inconnu,,Estelle Peze (muylaert),Président de SAS,,,,API recherche-entreprises.api.gouv.fr (SIREN 914833009),"Élargissement 2022 (critère initial: 2023+) | Spécialité DGEFP: Electricité, électronique (non compris automatisme et produc | 493 stagiaires déclarés",75,Organisme de formation confirmé | Création 2022 (élargissement) | Hors IDF (59) | Confirmé base DGEFP
A,BONSIGNE FORMATION,BONSIGNE FORMATION,919835488,91983548800017,2022,https://annuaire-entreprises.data.gouv.fr/entreprise/919835488,JOUE-LES-TOURS,37,Centre-Val de Loire,https://annuaire-entreprises.data.gouv.fr/entreprise/919835488,,CFA,inconnu,,Nathalie Bonsigne,Gérant,,,,API recherche-entreprises.api.gouv.fr (SIREN 919835488),"Élargissement 2022 (critère initial: 2023+) | Spécialité DGEFP: Coiffure, esthétique et autres spécialités des services aux  | 15 stagiaires déclarés",75,Organisme de formation confirmé | Création 2022 (élargissement) | Hors IDF (37) | Confirmé base DGEFP
A,POLE DE FORMATION PASTEUR (ECOLE TECHNIQUE PASTEUR),POLE DE FORMATION PASTEUR,910189604,91018960400010,2022,https://annuaire-entreprises.data.gouv.fr/entreprise/910189604,BETHENY,51,Grand Est,https://annuaire-entreprises.data.gouv.fr/entreprise/910189604,,CFA,inconnu,,Anne-valerie Aujames,Directeur Général,,,,API recherche-entreprises.api.gouv.fr (SIREN 910189604),"Élargissement 2022 (critère initial: 2023+) | Spécialité DGEFP: Productions animales, élevage spécialisé, aquaculture, ... | 1491 stagiaires déclarés",75,Organisme de formation confirmé | Création 2022 (élargissement) | Hors IDF (51) | Confirmé base DGEFP
A,SG FORMATION,SG FORMATION,922290333,92229033300017,2022,https://annuaire-entreprises.data.gouv.fr/entreprise/922290333,THUN-L'EVEQUE,59,Hauts-de-France,https://annuaire-entreprises.data.gouv.fr/entreprise/922290333,,OF,inconnu,,Audrey Guidez (grau),Gérant,,,,API recherche-entreprises.api.gouv.fr (SIREN 922290333),"Élargissement 2022 (critère initial: 2023+) | Spécialité DGEFP: Langues vivantes, civilisations étrangères et régionales | 373 stagiaires déclarés",75,Organisme de formation confirmé | Création 2022 (élargissement) | Hors IDF (59) | Confirmé base DGEFP
A,FORMATION NOURBY LEADER PRO,FORMATION NOURBY LEADER PRO,978041739,97804173900019,2023,https://annuaire-entreprises.data.gouv.fr/entreprise/978041739,SAINT-ANDRE,974,La Réunion,https://annuaire-entreprises.data.gouv.fr/entreprise/978041739,,OF,inconnu,,Marie Nourby (nativel),Président de SAS,,,,API recherche-entreprises.api.gouv.fr (SIREN 978041739),Spécialité DGEFP: Autres... | 0 stagiaires déclarés,85,Organisme de formation confirmé | Création 2023 (critère principal) | Hors IDF (974) | Confirmé base DGEFP
A,LODV ESTHETIQUE ET FORMATION,LODV ESTHETIQUE ET FORMATION,912403730,91240373000019,2022,https://annuaire-entreprises.data.gouv.fr/entreprise/912403730,VALENCIENNES,59,Hauts-de-France,https://annuaire-entreprises.data.gouv.fr/entreprise/912403730,,OF,inconnu,,Kevin Foulon,Directeur Général,,,,API recherche-entreprises.api.gouv.fr (SIREN 912403730),Élargissement 2022 (critère initial: 2023+) | Spécialité DGEFP: Formations générales | 7 stagiaires déclarés,75,Organisme de formation confirmé | Création 2022 (élargissement) | Hors IDF (59) | Confirmé base DGEFP
A,DRACO FORMATION,DRACO FORMATION,908442122,90844212200010,2022,https://annuaire-entreprises.data.gouv.fr/entreprise/908442122,STRASBOURG,67,Grand Est,https://annuaire-entreprises.data.gouv.fr/entreprise/908442122,,OF,inconnu,,Moussa Soukouna,Gérant,,,,API recherche-entreprises.api.gouv.fr (SIREN 908442122),Élargissement 2022 (critère initial: 2023+) | Spécialité DGEFP: Linguistique | 56 stagiaires déclarés,75,Organisme de formation confirmé | Création 2022 (élargissement) | Hors IDF (67) | Confirmé base DGEFP
A,NCS FORMATION (NCSF) (NCSF),NCS FORMATION,992933135,99293313500012,2025,https://annuaire-entreprises.data.gouv.fr/entreprise/992933135,MAMOUDZOU,976,Mayotte,https://annuaire-entreprises.data.gouv.fr/entreprise/992933135,,OF,inconnu,,Nazra Selemani,Président de SAS,,,,API recherche-entreprises.api.gouv.fr (SIREN 992933135),Spécialité DGEFP: Autres... | 0 stagiaires déclarés,85,Organisme de formation confirmé | Création 2025 (critère principal) | Hors IDF (976) | Confirmé base DGEFP
A,CAP FORMATION,CAP FORMATION,910896661,91089666100022,2022,https://annuaire-entreprises.data.gouv.fr/entreprise/910896661,GRATENTOUR,31,Occitanie,https://annuaire-entreprises.data.gouv.fr/entreprise/910896661,,OF,inconnu,,Benjamin Vie,Président de SAS,,,,API recherche-entreprises.api.gouv.fr (SIREN 910896661),Élargissement 2022 (critère initial: 2023+) | Spécialité DGEFP: Chimie | 143 stagiaires déclarés,75,Organisme de formation confirmé | Création 2022 (élargissement) | Hors IDF (31) | Confirmé base DGEFP
A,SUCC'S FORMATION (SUCCS FORMATION),SUCC'S FORMATION,934327974,93432797400010,2024,https://annuaire-entreprises.data.gouv.fr/entreprise/934327974,LA RICAMARIE,42,Auvergne-Rhône-Alpes,https://annuaire-entreprises.data.gouv.fr/entreprise/934327974,,OF,inconnu,,Soumaya Ben nejma,Gérant,,,,API recherche-entreprises.api.gouv.fr (SIREN 934327974),"Spécialité DGEFP: Enseignement, formation | 0 stagiaires déclarés",85,Organisme de formation confirmé | Création 2024 (critère principal) | Hors IDF (42) | Confirmé base DGEFP
A,INSTITUT DE FORMATION CORPS ET BEAUTE (IFCB),INSTITUT DE FORMATION CORPS ET BEAUTE,929628006,92962800600017,2024,https://annuaire-entreprises.data.gouv.fr/entreprise/929628006,ST-HERBLAIN,44,Pays de la Loire,https://annuaire-entreprises.data.gouv.fr/entreprise/929628006,,OF,inconnu,,Régis Letort,Directeur Général,,,,API recherche-entreprises.api.gouv.fr (SIREN 929628006),"Spécialité DGEFP: Coiffure, esthétique et autres spécialités des services aux  | 0 stagiaires déclarés",85,Organisme de formation confirmé | Création 2024 (critère principal) | Hors IDF (44) | Confirmé base DGEFP
A,VISION BAOBAB FORMATION,VISION BAOBAB FORMATION,988301107,98830110700013,2025,https://annuaire-entreprises.data.gouv.fr/entreprise/988301107,SAINT-DENIS,974,La Réunion,https://annuaire-entreprises.data.gouv.fr/entreprise/988301107,,OF,inconnu,,Anais Curpanen,Directeur Général,,,,API recherche-entreprises.api.gouv.fr (SIREN 988301107),Spécialité DGEFP: Travail social | 0 stagiaires déclarés,85,Organisme de formation confirmé | Création 2025 (critère principal) | Hors IDF (974) | Confirmé base DGEFP
A,EXCEL FORMATION - L'ECOLE DU COMMERCE ET DU SERVICE (ECSLYON),EXCEL FORMATION - L'ECOLE DU COMMERCE ET DU SERVICE,908283427,90828342700031,2022,https://annuaire-entreprises.data.gouv.fr/entreprise/908283427,VAULX-EN-VELIN,69,Auvergne-Rhône-Alpes,https://annuaire-entreprises.data.gouv.fr/entreprise/908283427,,CFA,inconnu,,Mohamed Menaa,Président de SAS,,,,API recherche-entreprises.api.gouv.fr (SIREN 908283427),"Élargissement 2022 (critère initial: 2023+) | Spécialité DGEFP: Commerce, vente | 54 stagiaires déclarés",75,Organisme de formation confirmé | Création 2022 (élargissement) | Hors IDF (69) | Confirmé base DGEFP
A,L'ACADEMIE DES BIOSOURCES,L'ACADEMIE DES BIOSOURCES,931524920,93152492000010,2024,https://annuaire-entreprises.data.gouv.fr/entreprise/931524920,PORNIC,44,Pays de la Loire,https://annuaire-entreprises.data.gouv.fr/entreprise/931524920,,OF,inconnu,,,,,,,,Spécialité DGEFP: Bâtiment: construction et couverture | 0 stagiaires déclarés,70,Organisme de formation confirmé | Création 2024 (critère principal) | Hors IDF (44) | Confirmé base DGEFP
A,CENTRE DE FORMATION EUCLIDE (CFE EUCLIDE),CENTRE DE FORMATION EUCLIDE,923018899,92301889900024,2023,https://annuaire-entreprises.data.gouv.fr/entreprise/923018899,SAINT-JULIEN-EN-GENEVOIS,74,Auvergne-Rhône-Alpes,https://annuaire-entreprises.data.gouv.fr/entreprise/923018899,,OF,presentiel,,,,,,,,Spécialité DGEFP: Journalisme et communication | 0 stagiaires déclarés,70,Organisme de formation confirmé | Création 2023 (critère principal) | Hors IDF (74) | Confirmé base DGEFP
A,ORGANISME DE FORMATION DU RUGBY CLUB NIMOIS (OF RCN),ORGANISME DE FORMATION DU RUGBY CLUB NIMOIS,923047773,92304777300018,2023,https://annuaire-entreprises.data.gouv.fr/entreprise/923047773,NIMES,30,Occitanie,https://annuaire-entreprises.data.gouv.fr/entreprise/923047773,,OF,inconnu,,,,,,,,"Spécialité DGEFP: Commerce, vente | 96 stagiaires déclarés",70,Organisme de formation confirmé | Création 2023 (critère principal) | Hors IDF (30) | Confirmé base DGEFP
A,FORMATION ET BILAN DE VIE POUR LA TRANSITION PROFESSIONNELLE,FORMATION ET BILAN DE VIE POUR LA TRANSITION PROFESSIONNELLE,941702813,94170281300010,2025,https://annuaire-entreprises.data.gouv.fr/entreprise/941702813,LYS-LEZ-LANNOY,59,Hauts-de-France,https://annuaire-entreprises.data.gouv.fr/entreprise/941702813,,CFA,inconnu,,,,,,,,"Spécialité DGEFP: Informatique, traitement de l'information, réseaux de transm | 0 stagiaires déclarés",70,Organisme de formation confirmé | Création 2025 (critère principal) | Hors IDF (59) | Confirmé base DGEFP
A,FORMATION PRO EXCELLENCE (FPE),FORMATION PRO EXCELLENCE,928996610,92899661000012,2024,https://annuaire-entreprises.data.gouv.fr/entreprise/928996610,NANCY,54,Grand Est,https://annuaire-entreprises.data.gouv.fr/entreprise/928996610,,CFA,inconnu,,,,,,,,Spécialité DGEFP: Spécialités plurivalentes des échanges et de la gestion | 1 stagiaires déclarés,70,Organisme de formation confirmé | Création 2024 (critère principal) | Hors IDF (54) | Confirmé base DGEFP
A,123 FORMATION,123 FORMATION,981977887,98197788700018,2023,https://annuaire-entreprises.data.gouv.fr/entreprise/981977887,MARQUETTE-LEZ-LILLE,59,Hauts-de-France,https://annuaire-entreprises.data.gouv.fr/entreprise/981977887,,OF,inconnu,,,,,,,,Spécialité DGEFP: Spécialités plurivalentes des échanges et de la gestion | 413 stagiaires déclarés,70,Organisme de formation confirmé | Création 2023 (critère principal) | Hors IDF (59) | Confirmé base DGEFP
A,INSTITUT DE FORMATION DES GRANDS LACS,INSTITUT DE FORMATION DES GRANDS LACS,931454250,93145425000016,2024,https://annuaire-entreprises.data.gouv.fr/entreprise/931454250,BISCARROSSE,40,Nouvelle-Aquitaine,https://annuaire-entreprises.data.gouv.fr/entreprise/931454250,,CFA,inconnu,,,,,,,,"Spécialité DGEFP: Commerce, vente | 0 stagiaires déclarés",70,Organisme de formation confirmé | Création 2024 (critère principal) | Hors IDF (40) | Confirmé base DGEFP
A,COLLECTIF CFA 64,COLLECTIF CFA 64,918812603,91881260300010,2022,https://annuaire-entreprises.data.gouv.fr/entreprise/918812603,BAYONNE,64,Nouvelle-Aquitaine,https://annuaire-entreprises.data.gouv.fr/entreprise/918812603,,CFA,presentiel,Déduit du nom/type (CFA = généralement présentiel),,,,,,,Élargissement 2022 (critère initial: 2023+),65,CFA identifié | Création 2022 (élargissement) | Hors IDF (64)
A,ASSOCIATION DES PARENTS DU CENTRE DE FORMATION POUR ADULTES (CFA) FORMATIONS CEVENNES AVENIR,ASSOCIATION DES PARENTS DU CENTRE DE FORMATION POUR ADULTES (CFA) FORMATIONS CEVENNES AVENIR,915135511,91513551100011,2022,https://annuaire-entreprises.data.gouv.fr/entreprise/915135511,SAUVE,30,Occitanie,https://annuaire-entreprises.data.gouv.fr/entreprise/915135511,,CFA,presentiel,Déduit du nom/type (CFA = généralement présentiel),,,,,,,Élargissement 2022 (critère initial: 2023+),65,CFA identifié | Création 2022 (élargissement) | Hors IDF (30)
A,FORMATION 976 (MAY CFA),FORMATION 976,921405338,92140533800010,2022,https://annuaire-entreprises.data.gouv.fr/entreprise/921405338,MAMOUDZOU,976,Mayotte,https://annuaire-entreprises.data.gouv.fr/entreprise/921405338,,CFA,presentiel,Déduit du nom/type (CFA = généralement présentiel),,,,,,,"Élargissement 2022 (critère initial: 2023+) | Spécialité DGEFP: Comptabilité, gestion | 29 stagiaires déclarés",70,CFA identifié | Création 2022 (élargissement) | Hors IDF (976) | Confirmé base DGEFP
A,CENTRE DE FORMATION SUZANNA (SUZANNA),CENTRE DE FORMATION SUZANNA,912908530,91290853000013,2022,https://annuaire-entreprises.data.gouv.fr/entreprise/912908530,CERVILLE,54,Grand Est,https://annuaire-entreprises.data.gouv.fr/entreprise/912908530,,OF,presentiel,,Suzanna Sargsyan (mkrtchian),Président de SAS,,,,API recherche-entreprises.api.gouv.fr (SIREN 912908530),Élargissement 2022 (critère initial: 2023+) | Spécialité DGEFP: Formations générales | 1 stagiaires déclarés,75,Organisme de formation confirmé | Création 2022 (élargissement) | Hors IDF (54) | Confirmé base DGEFP
A,CENTRE NATIONAL DE FORMATION ET ENSEIGNEMENT CYNOPHILE (CENTRE NATIONAL DE FORMATION ET ENSEIGNEMENT CYNOPHILE) (CNFEC),CENTRE NATIONAL DE FORMATION ET ENSEIGNEMENT CYNOPHILE,910679448,91067944800019,2022,https://annuaire-entreprises.data.gouv.fr/entreprise/910679448,CHATAS,88,Grand Est,https://annuaire-entreprises.data.gouv.fr/entreprise/910679448,,OF,presentiel,,Guillaume Blanchot,Président de SAS,,,,API recherche-entreprises.api.gouv.fr (SIREN 910679448),"Élargissement 2022 (critère initial: 2023+) | Spécialité DGEFP: Sécurité des biens et des personnes, police, surveillance | 0 stagiaires déclarés",75,Organisme de formation confirmé | Création 2022 (élargissement) | Hors IDF (88) | Confirmé base DGEFP
A,INSTITUT SOCIAL DE FORMATION PROFESSIONNELLE (INSTITUT SOCIAL DE FORMATION PROFESSIONNELLE) (ISFP),INSTITUT SOCIAL DE FORMATION PROFESSIONNELLE,920365848,92036584800018,2022,https://annuaire-entreprises.data.gouv.fr/entreprise/920365848,SAINT-DENIS,974,La Réunion,https://annuaire-entreprises.data.gouv.fr/entreprise/920365848,,OF,inconnu,,Marie Michel,Gérant,,,,API recherche-entreprises.api.gouv.fr (SIREN 920365848),Élargissement 2022 (critère initial: 2023+) | Spécialité DGEFP: Spécialités concernant plusieurs capacités | 0 stagiaires déclarés,75,Organisme de formation confirmé | Création 2022 (élargissement) | Hors IDF (974) | Confirmé base DGEFP
A,UJIMA FORMATION,UJIMA FORMATION,919820969,91982096900013,2022,https://annuaire-entreprises.data.gouv.fr/entreprise/919820969,KOUNGOU,976,Mayotte,https://annuaire-entreprises.data.gouv.fr/entreprise/919820969,,OF,inconnu,,Abdelkader Mfoumby,Gérant,,,,API recherche-entreprises.api.gouv.fr (SIREN 919820969),"Élargissement 2022 (critère initial: 2023+) | Spécialité DGEFP: Développement des capacités d'orientation, d'insertion ou de | 4 stagiaires déclarés",75,Organisme de formation confirmé | Création 2022 (élargissement) | Hors IDF (976) | Confirmé base DGEFP
A,CENTRE DE FORMATION GUICHARD,CENTRE DE FORMATION GUICHARD,918838194,91883819400010,2022,https://annuaire-entreprises.data.gouv.fr/entreprise/918838194,SAINT-DENIS,974,La Réunion,https://annuaire-entreprises.data.gouv.fr/entreprise/918838194,,OF,presentiel,,Felix Guichard,Gérant,,,,API recherche-entreprises.api.gouv.fr (SIREN 918838194),"Élargissement 2022 (critère initial: 2023+) | Spécialité DGEFP: Transport, manutention, magasinage | 24 stagiaires déclarés",75,Organisme de formation confirmé | Création 2022 (élargissement) | Hors IDF (974) | Confirmé base DGEFP
A,CENTRE DE FORMATION DE LA POINTE,CENTRE DE FORMATION DE LA POINTE,948494950,94849495000017,2023,https://annuaire-entreprises.data.gouv.fr/entreprise/948494950,GIVET,08,Grand Est,https://annuaire-entreprises.data.gouv.fr/entreprise/948494950,,OF,presentiel,,Damien Fay,Gérant,,,,API recherche-entreprises.api.gouv.fr (SIREN 948494950),,80,Organisme de formation confirmé | Création 2023 (critère principal) | Hors IDF (08)
A,CENTRE FRANCAIS DES FORMATIONS,CENTRE FRANCAIS DES FORMATIONS,951413210,95141321000026,2023,https://annuaire-entreprises.data.gouv.fr/entreprise/951413210,METZ,57,Grand Est,https://annuaire-entreprises.data.gouv.fr/entreprise/951413210,,OF,presentiel,,Jean-juno Lapomarede,Gérant,,,,API recherche-entreprises.api.gouv.fr (SIREN 951413210),,80,Organisme de formation confirmé | Création 2023 (critère principal) | Hors IDF (57)
A,CENTRE DE FORMATION LIHA (CENTRE DE FORMATION LIHA),CENTRE DE FORMATION LIHA,993674670,99367467000019,2025,https://annuaire-entreprises.data.gouv.fr/entreprise/993674670,CHALETTE-SUR-LOING,45,Centre-Val de Loire,https://annuaire-entreprises.data.gouv.fr/entreprise/993674670,,OF,presentiel,,Lorine Dubos,Président de SAS,,,,API recherche-entreprises.api.gouv.fr (SIREN 993674670),,80,Organisme de formation confirmé | Création 2025 (critère principal) | Hors IDF (45)
A,CENTRE DE FORMATION SPART,CENTRE DE FORMATION SPART,994085603,99408560300011,2025,https://annuaire-entreprises.data.gouv.fr/entreprise/994085603,NIMES,30,Occitanie,https://annuaire-entreprises.data.gouv.fr/entreprise/994085603,,OF,presentiel,,Julien Broussous,Président de SAS,,,,API recherche-entreprises.api.gouv.fr (SIREN 994085603),,80,Organisme de formation confirmé | Création 2025 (critère principal) | Hors IDF (30)
