Année;UAI;Libellé;Région;DEVENIR Part poursuite études;DEVENIR Part en emploi 6 mois;DEVENIR Part autre situation 6 mois;Part contrats apprentissage interrompus;Taux poursuite études;Taux emploi 6 mois;Taux emploi 6 mois attendu;VA emploi 6 mois;Taux emploi 12 mois;Taux emploi 18 mois;Taux emploi 24 mois;num_ligne
cumul 2018-2019;0190807Z;CENTRE DE FORMATION D'APPRENTIS INCLUSIF NOUVELLE AQUITAINRE;NOUVELLE-AQUITAINE;;;;31;35.0;;;;;;;714.0
cumul 2018-2019;0251749R;CFA du pays de Montbéliard;BOURGOGNE-FRANCHE-COMTE;;;;42;37.0;52.0;54.0;-1.0;58.0;59.0;60.0;721.0
cumul 2018-2019;0251780Z;CFA Académique de Franche-Comté;BOURGOGNE-FRANCHE-COMTE;;;;21;27.0;65.0;69.0;-4.0;65.0;65.0;66.0;722.0
cumul 2018-2019;0251934S;Centre de formation d'apprentis A.S.P.E.C.T;BOURGOGNE-FRANCHE-COMTE;;;;29;21.0;70.0;66.0;5.0;70.0;71.0;70.0;724.0
cumul 2018-2019;0281041E;centre formation apprentis agricole cfaad de l eure et loir;CENTRE-VAL DE LOIRE;;;;41;32.0;55.0;60.0;-5.0;72.0;71.0;71.0;726.0
cumul 2018-2019;0292009B;CFA DE HANVEC;BRETAGNE;;;;40;33.0;42.0;51.0;-10.0;53.0;59.0;63.0;727.0
cumul 2018-2019;0312694K;Centre de formation d'apprentis régional de la propreté (INHNI);OCCITANIE;;;;54;22.0;54.0;55.0;-1.0;52.0;57.0;57.0;731.0
cumul 2018-2019;0332551U;Centre de formation d'apprentis du transport et de la logistique Aquitaine (AFTRAL);NOUVELLE-AQUITAINE;;;;23;23.0;66.0;69.0;-3.0;71.0;72.0;76.0;734.0
cumul 2018-2019;0342135L;Centre de formation d'apprentis ESMA Aviation Academy;OCCITANIE;;;;5;39.0;74.0;64.0;11.0;74.0;74.0;77.0;739.0
cumul 2018-2019;0370825W;Centre de Formation d'Apprentis, La cité des Formations;CENTRE-VAL DE LOIRE;;;;44;25.0;62.0;61.0;1.0;66.0;62.0;70.0;742.0
cumul 2018-2019;0471035V;Centre de formation d'apprentis du LP Porte du Lot;NOUVELLE-AQUITAINE;;;;22;30.0;76.0;66.0;10.0;81.0;66.0;80.0;758.0
cumul 2018-2019;0492303M;CFA EC 49 Saint Aubin la Salle;PAYS DE LA LOIRE;;;;12;28.0;74.0;74.0;0.0;77.0;80.0;81.0;761.0
cumul 2018-2019;0511749Z;Centre de Formation d'Apprentis agricole et viticole de la Marne;GRAND EST;;;;30;34.0;54.0;57.0;-3.0;57.0;68.0;73.0;763.0
cumul 2018-2019;0580739N;CFA AGRICOLE;BOURGOGNE-FRANCHE-COMTE;;;;38;32.0;54.0;58.0;-4.0;68.0;64.0;66.0;774.0
cumul 2018-2019;0597067L;CFA PROMOTRANS des Hauts de France;HAUTS-DE-FRANCE;;;;49;19.0;74.0;72.0;2.0;79.0;67.0;79.0;780.0
cumul 2018-2019;0631687S;CFA INTERPROFESSIONNEL D'AMBERT;AUVERGNE-RHONE-ALPES;;;;32;38.0;61.0;62.0;-1.0;52.0;57.0;78.0;784.0
cumul 2018-2019;0631964T;ADASA - CFA des Métiers du Sport et de l'Animation;AUVERGNE-RHONE-ALPES;;;;;11.0;;;;;;;785.0
cumul 2018-2019;0681498J;Centre de Formation d'apprentis Centre Alsace Marcel Rudloff;GRAND EST;;;;33;44.0;64.0;64.0;0.0;68.0;67.0;67.0;794.0
cumul 2018-2019;0681983L;Centre de formation d'apprentis de l'hotellerie et restauration;GRAND EST;;;;43;33.0;58.0;61.0;-2.0;64.0;62.0;66.0;796.0
cumul 2018-2019;0754679D;Centre de Formation d'apprentis - SACEF;ILE-DE-FRANCE;;;;27;32.0;64.0;60.0;5.0;62.0;66.0;68.0;807.0
cumul 2018-2019;0772742M;CFA UTEC;ILE-DE-FRANCE;;;;41;41.0;64.0;65.0;-1.0;67.0;70.0;73.0;817.0
cumul 2018-2019;0780293V;Centre de formation d'apprentis de la Pharmacie, de la Santé, du Sanitaire et du Social;ILE-DE-FRANCE;;;;25;23.0;53.0;53.0;0.0;55.0;57.0;57.0;818.0
cumul 2018-2019;0782058N;Centre de formation d'apprentis Ecole supérieure des systèmes de management CCI Paris Ile-de-France;ILE-DE-FRANCE;;;;27;51.0;75.0;66.0;9.0;75.0;70.0;70.0;819.0
cumul 2018-2019;0783606W;CFA DES METIERS DE L AGRICULTURE;ILE-DE-FRANCE;;;;36;31.0;47.0;51.0;-4.0;50.0;54.0;58.0;821.0
cumul 2018-2019;0851537J;cfa de l'enseignement catholique de vendée;PAYS DE LA LOIRE;;;;18;35.0;70.0;72.0;-2.0;79.0;85.0;86.0;829.0
cumul 2018-2019;0870773T;CFA MOULIN RABAUD;NOUVELLE-AQUITAINE;;;;37;37.0;60.0;60.0;0.0;67.0;69.0;73.0;830.0
cumul 2018-2019;0875084D;CTRE DE FORMATION D'APPRENTIS DE L'ACADEMIE DE LIMOGES;NOUVELLE-AQUITAINE;;;;43;30.0;58.0;59.0;-1.0;61.0;61.0;66.0;831.0
cumul 2018-2019;0932230U;CFA du Bâtiment et Travaux Publics;ILE-DE-FRANCE;;;;27;35.0;60.0;65.0;-5.0;71.0;70.0;72.0;839.0
cumul 2018-2019;9711039C;Cfa Agricole de Convenance;GUADELOUPE;;;;27;35.0;26.0;30.0;-4.0;31.0;36.0;36.0;847.0
cumul 2019-2020;0030907V;Maison Familiale Rurale de Saligny-sur-Roudon;AUVERGNE-RHONE-ALPES;;;;;;;;;;;;855.0
cumul 2019-2020;0131786W;CFA METIERS DE L'AUTOMOBILE;PROVENCE-ALPES-COTE D'AZUR;;;;;31.0;62.0;65.0;-3.0;67.0;65.0;69.0;862.0
cumul 2019-2020;0131903Y;CFA DE LA COIFFURE ARCOLE;PROVENCE-ALPES-COTE D'AZUR;;;;;47.0;;;;;;;863.0
cumul 2019-2020;0132149R;Maison Familiale Rurale de Beauchamp - Eyragues;PROVENCE-ALPES-COTE D'AZUR;;;;;;;;;;;;864.0
cumul 2019-2020;0142248T;Association de gestion de l'Ecole Supérieure des Services AE2SE;NORMANDIE;;;;;;;;;;;;871.0
cumul 2019-2020;0211181V;CFA de la Pharmacie;BOURGOGNE-FRANCHE-COMTE;;;;;16.0;86.0;83.0;3.0;88.0;86.0;82.0;877.0
cumul 2019-2020;0211800T;CFA Beaune;BOURGOGNE-FRANCHE-COMTE;;;;;24.0;62.0;61.0;1.0;63.0;68.0;67.0;879.0
cumul 2019-2020;0240061L;Site de formation d'apprentis de la chambre des métiers et de l'artisanat de région Nouvelle Aquitaine - CFA des Métiers de Boulazac;NOUVELLE-AQUITAINE;;;;;48.0;61.0;62.0;-1.0;71.0;70.0;74.0;881.0
cumul 2019-2020;0292167Y;INSTITUT SUPERIEUR DE FORMATION FRUITS ET LEGUMES;BRETAGNE;;;;;44.0;67.0;67.0;0.0;80.0;78.0;80.0;887.0
cumul 2019-2020;0311729L;Organisme de formation - Centre de formation d'apprentis Chambre des métiers de la haute-Garonne;OCCITANIE;;;;;40.0;65.0;63.0;2.0;71.0;69.0;71.0;892.0
cumul 2019-2020;0312677S;Organisme de formation - Centre de fomation d'apprentis Promotrans;OCCITANIE;;;;;;;;;;;;897.0
cumul 2019-2020;0312694K;Organisme de formation - Centre de formation d'apprentisde la propreté INHNI;OCCITANIE;;;;;31.0;49.0;51.0;-2.0;45.0;53.0;54.0;898.0
cumul 2019-2020;0333034U;Site de formation d'apprentis Ecole supérieure de la banque - Bordeaux;NOUVELLE-AQUITAINE;;;;;30.0;;;;;;;903.0
cumul 2019-2020;0333204D;Centre de formation d'apprentis Leem Apprentissage Nouvelle-Aquitaine;NOUVELLE-AQUITAINE;;;;;;;;;;;;905.0
cumul 2019-2020;0333437G;Organisme de formation-Centre de formation d'apprentis Groupe Conseil Ingenierie Formation Bègles;NOUVELLE-AQUITAINE;;;;;;;;;;;;908.0
cumul 2019-2020;0333439J;organisme de formation - centre de formation d'apprentis formation insertion développement des ressources humaines bordeaux;NOUVELLE-AQUITAINE;;;;;;;;;;;;909.0
cumul 2019-2020;0342384G;Organisme de formation-Centre de formation d'apprentis des Transports en Commun, Montpellier;OCCITANIE;;;;;;;;;;;;916.0
cumul 2019-2020;0352450Y;CFA ES Banque - Site de Rennes;BRETAGNE;;;;;56.0;;;;;;;919.0
cumul 2019-2020;0371256P;Maison Familiale Rurale de Neuvy-le-Roi;CENTRE-VAL DE LOIRE;;;;;;;;;;;;921.0
cumul 2019-2020;0383139F;Organisme de formation-Centre de formation d'apprentis d'IFA des Alpes-Grenoble;AUVERGNE-RHONE-ALPES;;;;;28.0;67.0;64.0;4.0;69.0;70.0;73.0;928.0
cumul 2019-2020;0383332R;Organisme de formation-Centre de formation d'apprentis du FIPAG-Grenoble;AUVERGNE-RHONE-ALPES;;;;;32.0;65.0;62.0;4.0;71.0;71.0;73.0;930.0
cumul 2019-2020;0383369F;CENTRE DE FORMATION CONTINUE;AUVERGNE-RHONE-ALPES;;;;;;;;;;;;931.0
cumul 2019-2020;0410590U;Organisme de formation-Centre de formation d'apprentis de CMA REGION VAL DE LOIRE-Blois;CENTRE-VAL DE LOIRE;;;;;40.0;59.0;56.0;2.0;65.0;68.0;72.0;934.0
cumul 2019-2020;0440395R;Centre de formation d'apprentis agricole de loire-atlantique;PAYS DE LA LOIRE;;;;;36.0;62.0;57.0;6.0;68.0;71.0;73.0;944.0
cumul 2019-2020;0441975H;GRETA-CFA Loire-Alantique;PAYS DE LA LOIRE;;;;;;;;;;;;946.0
cumul 2019-2020;0450805F;Organisme de formation-Centre de formation d'apprentis de préparateurs en pharmacie Centre Val de Loire Orléans;CENTRE-VAL DE LOIRE;;;;;12.0;72.0;78.0;-6.0;75.0;75.0;79.0;949.0
cumul 2019-2020;0451708M;Organisme de formation-Centre de formation d'apprentis de GIP FTLV-IP ACADEMIE ORLEANS-TOURS-ORLEANS;CENTRE-VAL DE LOIRE;;;;;36.0;73.0;71.0;2.0;80.0;78.0;81.0;952.0
cumul 2019-2020;0470744D;Organisme de formation-Centre de formation d'apprentis cité de la formation de Marmande;NOUVELLE-AQUITAINE;;;;;22.0;56.0;55.0;1.0;58.0;60.0;64.0;954.0
cumul 2019-2020;0511383B;CFA BTP GRAND EST  LORRAINE DE LA MARNE;GRAND EST;;;;;42.0;61.0;65.0;-3.0;65.0;64.0;73.0;965.0
cumul 2019-2020;0570062H;CFA des métiers de l'automobile Philippe Charbonneaux;GRAND EST;;;;;45.0;59.0;64.0;-5.0;65.0;67.0;70.0;978.0
cumul 2019-2020;0572728F;CFA Robert Schuman;GRAND EST;;;;;37.0;46.0;53.0;-6.0;48.0;54.0;52.0;979.0
cumul 2019-2020;0596268T;CFA de l'IFRIA (Institut de Formation Régional des Industries Agroalimentaires);HAUTS-DE-FRANCE;;;;;38.0;76.0;64.0;12.0;80.0;73.0;69.0;984.0
cumul 2019-2020;0601206K;Organisme de formation-Centre de formation d'apprentis de BTP CFA PICARDIE OISE AGNETZ;HAUTS-DE-FRANCE;;;;;46.0;64.0;61.0;3.0;69.0;72.0;75.0;988.0
cumul 2019-2020;0660682H;Greta des Pyrénées-Orientales;OCCITANIE;;;;;;;;;;;;998.0
cumul 2019-2020;0692918X;Maison Familiale Rurale de Chessy Les mines;AUVERGNE-RHONE-ALPES;;;;;;;;;;;;1005.0
cumul 2019-2020;0693624P;INSTITUT DE FORMATION ALTERNEE POUR L'INDUSTRIE    (IFAI);AUVERGNE-RHONE-ALPES;;;;;31.0;71.0;74.0;-3.0;78.0;80.0;79.0;1007.0
cumul 2019-2020;0720928T;Site de formation d'apprentis de l'URMA Sarthe - Le Mans;PAYS DE LA LOIRE;;;;;53.0;62.0;64.0;-2.0;72.0;73.0;80.0;1009.0
cumul 2019-2020;0741438L;Maison Familiale Rurale de Seyssel;AUVERGNE-RHONE-ALPES;;;;;;;;;;;;1017.0
cumul 2019-2020;0751489L;Centre de Formation d'apprentis - Miroiterie;ILE-DE-FRANCE;;;;;29.0;49.0;61.0;-12.0;66.0;66.0;63.0;1022.0
cumul 2019-2020;0791046H;CFA des Deux Sèvres;NOUVELLE-AQUITAINE;;;;;42.0;57.0;59.0;-2.0;63.0;65.0;72.0;1039.0
cumul 2019-2020;0861252U;Centre de Plein Air MJC Lathus;NOUVELLE-AQUITAINE;;;;;;;;;;;;1049.0
cumul 2019-2020;0881578M;Centre de formation professionnelle de Roville;GRAND EST;;;;;40.0;49.0;57.0;-9.0;59.0;59.0;66.0;1053.0
cumul 2019-2020;0952209K;Organisme de formation-Centre de formation d'apprentis Métiers de l'Aérien - Bonneuil en France;ILE-DE-FRANCE;;;;;9.0;31.0;32.0;-1.0;53.0;62.0;75.0;1066.0
cumul 2019-2020;9730529M;Organisme de formation-Centre de formation d'apprentis CFOP GUYANE Cayenne;GUYANE;;;;;;;;;;;;1069.0
cumul 2019-2020;0692705R;Maison Familiale Rurale des 4 vallées Lamure-sur-Azergues;AUVERGNE-RHONE-ALPES;;;;;;;;;;;;1078.0
cumul 2019-2020;0692781Y;Organisme de formation-Centre de formation d'apprentis Association pour la Formation Professionnelle dans les Industries de l'Ameublement AFPIA LYON;AUVERGNE-RHONE-ALPES;;;;;24.0;70.0;71.0;-1.0;78.0;83.0;76.0;1079.0
cumul 2019-2020;0751510J;Centre de Formation d'apprentis - Alimentation et Hôtellerie;ILE-DE-FRANCE;;;;;33.0;54.0;60.0;-6.0;62.0;66.0;70.0;1093.0
cumul 2019-2020;0754458N;Centre de Formation d'apprentis Cerfal - Gestion Bureautique;ILE-DE-FRANCE;;;;;35.0;59.0;59.0;0.0;60.0;64.0;67.0;1095.0
cumul 2019-2020;0754955D;UFA ISIPCA - LA FABRIQUE  - Site Paris-Champerret - CFA CCI Paris Ile-de-France;ILE-DE-FRANCE;;;;;14.0;54.0;61.0;-7.0;58.0;56.0;63.0;1097.0
cumul 2019-2020;0763003B;Centre de formation d'apprentis Promotrans Normandie;NORMANDIE;;;;;22.0;69.0;71.0;-2.0;75.0;81.0;82.0;1106.0
cumul 2019-2020;0782120F;Organisme de formation-Centre de formation d'apprentis - MFR La Grange Colombe - Rambouillet;ILE-DE-FRANCE;;;;;27.0;50.0;41.0;10.0;55.0;51.0;58.0;1115.0
cumul 2019-2020;0841037W;cfai 84;PROVENCE-ALPES-COTE D'AZUR;;;;;36.0;61.0;71.0;-10.0;68.0;73.0;78.0;1121.0
cumul 2019-2020;0850153E;Site de formation d'apprentis de l'URMA Vendée - La Roche-sur-Yon;PAYS DE LA LOIRE;;;;;45.0;70.0;66.0;4.0;79.0;78.0;83.0;1122.0
cumul 2019-2020;0860845B;Organisme de formation - Centre de Formation d'Apprentis BTP CFA de la Vienne;NOUVELLE-AQUITAINE;;;;;46.0;65.0;68.0;-3.0;72.0;77.0;81.0;1128.0
cumul 2019-2020;0911333E;Organisme de formation-Centre de formation d'apprentis - Métiers du Bâtiment et de la Construction - Bretigny sur Orge;ILE-DE-FRANCE;;;;;41.0;56.0;67.0;-11.0;63.0;68.0;72.0;1135.0
cumul 2019-2020;0922585K;Organisme de formation-Centre de formation d'apprentis de l'Industrie Mécavenir - Puteaux;ILE-DE-FRANCE;;;;;52.0;56.0;68.0;-12.0;59.0;74.0;74.0;1139.0
cumul 2019-2020;0932305A;CFA du Spectacle Vivant et de l'Audiovisuel;ILE-DE-FRANCE;;;;;24.0;55.0;43.0;12.0;48.0;56.0;61.0;1143.0
cumul 2019-2020;9740983A;CFA CCI FORMATION Chambre de commerce et d'industrie de la Réunion;LA REUNION;;;;;26.0;43.0;43.0;0.0;48.0;55.0;56.0;1152.0
cumul 2019-2020;0040578G;SPORT ET FORMATION;PROVENCE-ALPES-COTE D'AZUR;;;;;;;;;;;;1157.0
cumul 2019-2020;0080842X;ALMEA FORMATION Interpro Ardennes;GRAND EST;;;;;38.0;43.0;51.0;-8.0;53.0;59.0;65.0;1162.0
cumul 2019-2020;0131772F;Centre de formation d'apprentis du BTP Marseille;PROVENCE-ALPES-COTE D'AZUR;;;;;40.0;58.0;60.0;-2.0;63.0;64.0;67.0;1167.0
cumul 2019-2020;0133509U;FEDERATION REGIONALE DE MFR;PROVENCE-ALPES-COTE D'AZUR;;;;;24.0;53.0;50.0;3.0;60.0;56.0;60.0;1170.0
cumul 2019-2020;0134280G;sarl GROUPE SOMEFORM;PROVENCE-ALPES-COTE D'AZUR;;;;;;;;;;;;1174.0
cumul 2019-2020;0160756K;CFA Chambre de metiers et artisanat de la Charente;NOUVELLE-AQUITAINE;;;;;40.0;57.0;58.0;-1.0;65.0;67.0;72.0;1180.0
cumul 2019-2020;0221880Z;CFA DE MERDRIGNAC;BRETAGNE;;;;;39.0;71.0;60.0;11.0;77.0;72.0;79.0;1193.0
cumul 2019-2020;0251945D;CFA Industriel nord Franche-Comté;BOURGOGNE-FRANCHE-COMTE;;;;;33.0;55.0;65.0;-9.0;62.0;64.0;70.0;1201.0
cumul 2019-2020;0261035J;Organisme de formation-Centre de formation d'apprentis de Batipole-Livron Sur Drôme;AUVERGNE-RHONE-ALPES;;;;;40.0;67.0;64.0;3.0;73.0;72.0;76.0;1202.0
cumul 2019-2020;0271691S;Centre de formation d'apprentis Ecole supérieure de la CCI Portes de Normandie;NORMANDIE;;;;;38.0;66.0;67.0;-2.0;74.0;68.0;76.0;1206.0
cumul 2019-2020;0301649E;Centre de formation d'apprentis Emmanuel d'Alzon;OCCITANIE;;;;;34.0;54.0;61.0;-7.0;63.0;61.0;68.0;1211.0
cumul 2019-2020;0320677M;Centre de formation d'Apprentis Agricole du Gers;OCCITANIE;;;;;27.0;45.0;57.0;-12.0;56.0;52.0;58.0;1218.0
cumul 2019-2020;0382437T;Maison Familiale Rurale de Coublevie;AUVERGNE-RHONE-ALPES;;;;;;;;;;;;1233.0
cumul 2019-2020;0421185K;Maison Familiale Rurale de Marlhes;AUVERGNE-RHONE-ALPES;;;;;;;;;;;;1237.0
cumul 2019-2020;0451247L;Maison Familiale Rurale de Sainte-Geneviève-des-Bois;CENTRE-VAL DE LOIRE;;;;;;;;;;;;1244.0
cumul 2019-2020;0470110P;Site de formation d'apprentis de la chambre des métiers et de l'artisanat de région Nouvelle Aquitaine CFA de La Palme;NOUVELLE-AQUITAINE;;;;;38.0;66.0;58.0;7.0;68.0;67.0;71.0;1249.0
cumul 2019-2020;0470941T;Organisme de formation-Centre de formation d'apprentis du bâtiment et des travaux publics du Lot-et-Garonne;NOUVELLE-AQUITAINE;;;;;43.0;60.0;63.0;-4.0;66.0;66.0;75.0;1251.0
cumul 2019-2020;0572201H;Organisme de formation-Centre de formation d'apprentis Campus des Métiers de Moselle de Metz;GRAND EST;;;;;41.0;62.0;61.0;1.0;65.0;67.0;69.0;1268.0
cumul 2019-2020;0573780Z;Organisme de formation-Centre de formation dapprentis Institut de management commercial ARTEMYS de Metz;GRAND EST;;;;;;;;;;;;1272.0
cumul 2019-2020;0596346C;CFA du CREPS Hauts-de-France (Centre de Ressources,d'Expertise et de Performance Sportive) WATTIGNIES;HAUTS-DE-FRANCE;;;;;9.0;;;;;;;1275.0
cumul 2019-2020;0601211R;Organisme de formation-Centre de formation d'apprentis de la CCI territoriale de L'Oise Nogent sur Oise;HAUTS-DE-FRANCE;;;;;29.0;62.0;59.0;3.0;64.0;68.0;72.0;1280.0
cumul 2019-2020;0611162G;Organisme de formation-Centre de formation d'apprentis Polyvia Formation Alençon - Normandie;NORMANDIE;;;;;62.0;;;;;;;1281.0
cumul 2019-2020;0611294A;CFA interrégional du Cheval et de l'équitation;NORMANDIE;;;;;3.0;57.0;62.0;-5.0;63.0;60.0;67.0;1283.0
cumul 2019-2020;0691774D;Université Lyon 1;AUVERGNE-RHONE-ALPES;;;;;88.0;;;;;;;1302.0
cumul 2019-2020;0133535X;CFA des métiers hippiques;PROVENCE-ALPES-COTE D'AZUR;;;;;6.0;74.0;69.0;6.0;74.0;81.0;81.0;1317.0
cumul 2019-2020;0142180U;CFA de Vire;NORMANDIE;;;;;30.0;;;;;;;1323.0
cumul 2019-2020;0150640P;Institut de formation professionnelle et permanente;AUVERGNE-RHONE-ALPES;;;;;45.0;69.0;63.0;6.0;73.0;78.0;82.0;1327.0
cumul 2019-2020;0171438W;Organisme de formation - Centre de formation d'apprentis du CIPECMA;NOUVELLE-AQUITAINE;;;;;22.0;58.0;61.0;-3.0;69.0;66.0;79.0;1332.0
cumul 2019-2020;0221943T;CFA de l'Association régionale pour la formation par apprentissage aux métiers du secteur sanitaire, social et médico-social;BRETAGNE;;;;;3.0;48.0;46.0;2.0;49.0;53.0;50.0;1341.0
cumul 2019-2020;0230412Y;CFA CHAMBRE COMMERCE INDUS CREUSE;NOUVELLE-AQUITAINE;;;;;50.0;;;;;;;1342.0
cumul 2019-2020;0241262S;Organisme de formation-Centre de formation pour apprentis des employeurs du sanitaire, social et médico-social en Nouvelle-Aquitaine;NOUVELLE-AQUITAINE;;;;;13.0;62.0;59.0;3.0;71.0;78.0;82.0;1343.0
cumul 2019-2020;0251124L;IFPP;BOURGOGNE-FRANCHE-COMTE;;;;;14.0;83.0;82.0;1.0;84.0;87.0;84.0;1344.0
cumul 2019-2020;0311717Y;Organisme de formation - Centre de formation d'apprentis Commerce et Services;OCCITANIE;;;;;25.0;52.0;53.0;-2.0;59.0;60.0;67.0;1350.0
cumul 2019-2020;0312912X;Centre de formation d'apprentis de l'académie de Toulouse;OCCITANIE;;;;;32.0;65.0;66.0;0.0;71.0;72.0;76.0;1355.0
cumul 2019-2020;0331712G;Organisme de formation-Centre de formation d'apprentis Hygie Formations Pharmacie d'Aquitaine;NOUVELLE-AQUITAINE;;;;;6.0;72.0;69.0;3.0;72.0;74.0;73.0;1358.0
cumul 2019-2020;0332551U;Organisme de formation-Centre de formation d'apprentis du transport et de la logistique Aquitaine (AFTRAL);NOUVELLE-AQUITAINE;;;;;22.0;74.0;68.0;7.0;76.0;77.0;84.0;1359.0
cumul 2019-2020;0333199Y;Organisme de formation-Centre de formation d'apprentis ASPECT Aquitaine;NOUVELLE-AQUITAINE;;;;;20.0;54.0;59.0;-5.0;61.0;61.0;69.0;1361.0
cumul 2019-2020;0341979S;Centre de formation d'apprentis de l'hospitalisation privée;OCCITANIE;;;;;0.0;59.0;47.0;12.0;68.0;68.0;68.0;1366.0
cumul 2019-2020;0342180K;Organisme de formation-Centre de formation d'apprentis des travaux publics en Languedoc-Roussillon, Montpellier;OCCITANIE;;;;;44.0;75.0;69.0;6.0;80.0;81.0;88.0;1368.0
cumul 2019-2020;0352356W;CFA des Compagnons du Devoir;BRETAGNE;;;;;49.0;71.0;64.0;8.0;78.0;69.0;66.0;1370.0
cumul 2019-2020;0381861S;Organisme de formation-Centre de formation d'apprentis d'IMT-Grenoble;AUVERGNE-RHONE-ALPES;;;;;33.0;68.0;65.0;3.0;71.0;74.0;75.0;1378.0
cumul 2019-2020;0382441X;Organisme de formation-Centre de formation d apprentis Espace Formation des Métiers de l'Artisanat - Bourgoin Jallieu;AUVERGNE-RHONE-ALPES;;;;;44.0;69.0;60.0;8.0;77.0;77.0;75.0;1379.0
cumul 2019-2020;0383173T;Organisme de formation-Centre de formation d'apprentis d'UNICEM-Montalieu-Vercieu;AUVERGNE-RHONE-ALPES;;;;;47.0;79.0;75.0;4.0;84.0;79.0;88.0;1380.0
cumul 2019-2020;0441835F;Maison Familiale Rurale d'Aigrefeuille;PAYS DE LA LOIRE;;;;;;;;;;;;1389.0
cumul 2019-2020;0501597P;Maison Familiale Rurale de Saint-Sauveur;NORMANDIE;;;;;;;;;;;;1401.0
cumul 2019-2020;0530500F;Site de formation d'apprentis de l'URMA Mayenne - Laval;PAYS DE LA LOIRE;;;;;51.0;69.0;66.0;3.0;73.0;76.0;78.0;1409.0
cumul 2019-2020;0530973V;Organisme de formation-Centre de formation d'apprentis de l'Enseignement Catholique de la Mayenne;PAYS DE LA LOIRE;;;;;;;;;;;;1410.0
cumul 2019-2020;0542500Z;Organisme de formation-Centre de formation d'apprentis des métiers du sanitaire et social de Nancy;GRAND EST;;;;;9.0;52.0;50.0;3.0;52.0;56.0;56.0;1412.0
cumul 2019-2020;0573753V;Ecole des Métiers du Commerce EST MULTICOM Metz;GRAND EST;;;;;;;;;;;;1417.0
cumul 2019-2020;0693588A;Organisme de formation-Centre de formation d'apprentis IFRIA (INSTITUT DE FORMATION REGIONAL DES INDUSTRIES ALIMENTAIRES);AUVERGNE-RHONE-ALPES;;;;;40.0;56.0;56.0;-1.0;56.0;67.0;59.0;1452.0
cumul 2019-2020;0694202T;Centre de formation continue Opus formation;AUVERGNE-RHONE-ALPES;;;;;;;;;;;;1454.0
cumul 2019-2020;0721380J;MFR CFA La Gautellerie;PAYS DE LA LOIRE;;;;;;;;;;;;1458.0
cumul 2019-2020;0741408D;Maison Familiale Rurale de Cruseilles;AUVERGNE-RHONE-ALPES;;;;;;;;;;;;1460.0
cumul 2019-2020;0752206R;Of-Cfa Stephenson Formation;ILE-DE-FRANCE;;;;;40.0;58.0;58.0;0.0;61.0;62.0;66.0;1461.0
cumul 2019-2020;0755989C;Fédération Française de Tennis - L'Institut de Formation du Tennis;ILE-DE-FRANCE;;;;;10.0;84.0;72.0;12.0;80.0;82.0;82.0;1466.0
cumul 2019-2020;0761350E;Organisme de formation-Centre de formation d'apprentis Pôle formation UIMM Eure Seine Estuaire -Site du Havre;NORMANDIE;;;;;36.0;66.0;72.0;-5.0;77.0;79.0;86.0;1470.0
cumul 2019-2020;0762312A;Centre de formation d'apprentis de la Chataigneraie - Automobile;NORMANDIE;;;;;33.0;72.0;71.0;1.0;74.0;80.0;78.0;1473.0
cumul 2019-2020;0772241T;CFA de l'industrie de Seine-et-Marne;ILE-DE-FRANCE;;;;;46.0;66.0;69.0;-3.0;83.0;87.0;87.0;1476.0
cumul 2019-2020;0772860R;CFA de la Mobilité Urbaine Durable;ILE-DE-FRANCE;;;;;1.0;74.0;62.0;12.0;79.0;82.0;83.0;1480.0
cumul 2019-2020;0790924A;Site de formation d'apprentis du Campus des Métiers de Niort;NOUVELLE-AQUITAINE;;;;;42.0;68.0;65.0;3.0;73.0;75.0;80.0;1482.0
cumul 2019-2020;0791180D;Centre de Formation d'Apprentis Sport Animation Nouvelle Aquitaine - Site de Niort;NOUVELLE-AQUITAINE;;;;;42.0;;;;;;;1484.0
cumul 2019-2020;0881745U;CFA patrimoine architectural arts de la pierre;GRAND EST;;;;;36.0;;;;;;;1497.0
cumul 2020-2021;0332935L;Ecole secondaire professionnelle privée Formasup Campus;NOUVELLE-AQUITAINE;;;;;;;;;;;;2001.0
cumul 2020-2021;0352954W;OF - CFA IBEP;BRETAGNE;18.0;48.0;34.0;;18.0;59.0;59.0;0.0;59.0;57.0;59.0;2007.0
cumul 2020-2021;9741731N;Organisme formation - Centre formation d'Apprentis Gold Formation de Saint Benoit;LA REUNION;;;;;;;;;;;;2010.0
cumul 2020-2021;0382050X;Ecole Supérieure Faugier Grenoble;AUVERGNE-RHONE-ALPES;;;;;;;;;;;;2012.0
cumul 2020-2021;0451550R;Organisme de formation-Centre de formation d'apprentis  OGEC Saint-Paul-Bourdon-Blanc SEMOY;CENTRE-VAL DE LOIRE;68.0;18.0;14.0;;68.0;;;;;;;2013.0
cumul 2020-2021;0632077R;Organisme de formation-Centre de Formation d'Apprentis IFTAM, Clermont-Ferrand;AUVERGNE-RHONE-ALPES;57.0;22.0;21.0;;57.0;;;;;;;2018.0
cumul 2020-2021;0161212F;Organisme de formation - Centre de formation d'apprentis BTP CFA Charente;NOUVELLE-AQUITAINE;50.0;32.0;18.0;;50.0;64.0;67.0;-2.0;75.0;67.0;70.0;2026.0
